event_id,date,location,latitude,longitude,disaster_type,severity,casualties,economic_loss_million_usd,duration_hours
36580,3/5/14 3:00,Zone D,37.48193794,-122.4990487,industrial accident,7,22,320.0825102,1
27101,2/3/13 4:00,Zone B,37.97263131,-122.4992417,hurricane,8,96,484.0149306,19
10231,3/3/11 6:00,Zone C,37.91433657,-122.4992906,fire,5,65,70.62755453,39
29980,6/3/13 3:00,Zone D,37.56732504,-122.4990456,earthquake,6,30,32.83623051,1
1484,3/3/10 19:00,Zone D,37.37606682,-122.4990449,industrial accident,7,52,309.0081901,62
37905,4/29/14 8:00,Zone A,37.99902483,-122.3584344,industrial accident,4,90,216.1505426,66
47007,5/13/15 14:00,Zone C,37.38745745,-122.499197,flood,9,89,273.8242353,18
7189,10/27/10 12:00,Zone D,37.8490651,-122.4990287,industrial accident,7,53,238.7345457,35
16389,11/14/11 20:00,Zone A,37.99898454,-121.9014934,hurricane,8,11,270.3934432,32
23518,9/6/12 21:00,Zone B,37.07033441,-122.499033,hurricane,2,47,367.9884845,22
18480,2/9/12 23:00,Zone D,37.94174654,-122.4987862,earthquake,2,66,352.4038253,9
8741,12/31/10 4:00,Zone B,37.03731627,-122.4989939,hurricane,7,77,344.1827054,19
14457,8/26/11 8:00,Zone D,37.5509743,-122.4987519,industrial accident,9,94,82.64595573,28
43912,1/4/15 15:00,Zone D,37.33493615,-122.4986776,hurricane,8,49,96.69650587,21
46678,4/29/15 21:00,Zone C,37.95802126,-122.4991627,hurricane,8,33,294.71856,58
16084,11/2/11 3:00,Zone D,37.22433926,-122.4985212,hurricane,9,56,413.8903655,65
41312,9/18/14 7:00,Zone A,37.9987797,-121.8244069,earthquake,6,96,197.4283207,14
6430,9/25/10 21:00,Zone B,37.34771006,-122.4988774,industrial accident,1,56,243.5227083,5
23235,8/26/12 2:00,Zone B,37.83193642,-122.4988369,earthquake,9,7,51.94046808,18
14603,9/1/11 10:00,Zone B,37.15504342,-122.4987494,earthquake,4,78,155.0965654,60
31175,7/22/13 22:00,Zone D,37.39799545,-122.4983864,earthquake,6,48,351.3884522,5
18200,1/29/12 7:00,Zone A,37.99870634,-122.3894842,flood,5,24,302.9039696,31
16273,11/10/11 0:00,Zone D,37.1432299,-122.4981739,flood,3,36,15.32891514,15
214,1/9/10 21:00,Zone C,37.34193879,-122.4990966,industrial accident,1,75,408.9273701,3
41105,9/9/14 16:00,Zone A,37.99867235,-122.2987508,industrial accident,7,73,186.8463951,24
9477,1/30/11 20:00,Zone D,37.77833398,-122.4980875,earthquake,4,28,191.7308058,10
36994,3/22/14 9:00,Zone D,37.57040958,-122.4980532,earthquake,6,18,152.4414576,28
37078,3/25/14 21:00,Zone C,37.23386963,-122.4990911,fire,9,0,341.2172715,71
45693,3/19/15 20:00,Zone D,37.54740838,-122.4979651,fire,4,85,182.7889374,26
41638,10/1/14 21:00,Zone C,37.75548847,-122.4990317,earthquake,8,7,52.11992947,67
20773,5/15/12 12:00,Zone D,37.09886145,-122.4977511,fire,9,32,122.7100705,54
13202,7/5/11 1:00,Zone A,37.9985752,-121.6883578,flood,1,32,86.45203684,59
2865,4/30/10 8:00,Zone C,37.9844048,-122.4989357,hurricane,6,43,347.921217,8
22677,8/2/12 20:00,Zone A,37.99855692,-121.7087257,fire,5,16,389.9065601,44
7025,10/20/10 16:00,Zone A,37.99834458,-121.5501234,industrial accident,8,48,349.8331486,12
31005,7/15/13 20:00,Zone A,37.99824711,-121.5060755,fire,2,18,435.7797787,5
19372,3/18/12 3:00,Zone B,37.14364427,-122.498607,industrial accident,4,68,30.03539507,17
48616,7/19/15 15:00,Zone B,37.63486555,-122.4985956,flood,9,50,393.0245668,35
20019,4/14/12 2:00,Zone C,37.13071619,-122.498878,industrial accident,7,63,91.61059845,68
25857,12/13/12 8:00,Zone A,37.99808649,-121.6698136,fire,2,90,147.7754278,6
43332,12/11/14 11:00,Zone A,37.99805372,-121.7223594,fire,4,13,15.05600453,4
47251,5/23/15 18:00,Zone B,37.37297587,-122.4985199,earthquake,1,64,82.23356677,35
46048,4/3/15 15:00,Zone D,37.41178131,-122.4976621,earthquake,3,73,453.2533582,17
11434,4/22/11 9:00,Zone A,37.99788945,-121.6138142,earthquake,7,13,197.3674901,37
5466,8/16/10 17:00,Zone B,37.04385858,-122.4983981,hurricane,1,24,452.3246728,47
1083,2/15/10 2:00,Zone C,37.18192446,-122.4988759,industrial accident,5,15,68.75307543,49
36107,2/13/14 10:00,Zone C,37.32976989,-122.4988662,earthquake,1,80,101.3950176,59
5157,8/3/10 20:00,Zone D,37.26485607,-122.4975951,industrial accident,7,80,242.0322523,59
45486,3/11/15 5:00,Zone A,37.99787493,-122.1631872,industrial accident,2,2,293.5513228,32
16855,12/4/11 6:00,Zone B,37.22892473,-122.4983511,flood,8,54,206.1985828,6
7136,10/25/10 7:00,Zone B,37.20566161,-122.4983411,earthquake,4,27,278.4841067,32
40913,9/1/14 16:00,Zone D,37.80815157,-122.4975875,flood,4,97,114.2214565,20
48799,7/27/15 6:00,Zone B,37.2797729,-122.4983131,earthquake,6,3,250.0011645,12
9485,1/31/11 4:00,Zone B,37.22753358,-122.4982704,earthquake,4,77,417.1384938,35
15625,10/14/11 0:00,Zone D,37.72697896,-122.4975785,fire,6,34,89.64981995,40
41938,10/14/14 9:00,Zone C,37.06955047,-122.4987612,industrial accident,2,67,135.6320441,58
34134,11/23/13 5:00,Zone D,37.64866379,-122.4975731,hurricane,7,48,297.4327272,50
38893,6/9/14 12:00,Zone D,37.66827749,-122.497455,earthquake,3,5,137.0915711,57
1891,3/20/10 18:00,Zone C,37.55154397,-122.4986429,hurricane,3,35,37.70993057,52
48396,7/10/15 11:00,Zone C,37.22330721,-122.4985633,earthquake,8,1,392.352482,59
43198,12/5/14 21:00,Zone D,37.2159105,-122.4974183,hurricane,4,29,24.50979266,7
28097,3/16/13 16:00,Zone A,37.99780801,-122.3209648,earthquake,8,1,45.5343644,48
27177,2/6/13 8:00,Zone C,37.67149812,-122.4985329,fire,9,96,287.3134932,66
41442,9/23/14 17:00,Zone D,37.6415525,-122.497309,earthquake,6,3,128.1318435,41
18287,2/1/12 22:00,Zone B,37.60385392,-122.4982076,industrial accident,9,74,119.1672666,21
28327,3/26/13 6:00,Zone A,37.99778059,-121.8022203,fire,8,27,175.3723317,15
48271,7/5/15 6:00,Zone B,37.82545849,-122.4981375,flood,2,87,96.6602852,64
43174,12/4/14 21:00,Zone C,37.47680039,-122.4984079,industrial accident,2,58,203.388968,54
42352,10/31/14 15:00,Zone A,37.99768575,-121.9069068,fire,3,11,16.67374448,27
18610,2/15/12 9:00,Zone D,37.37612451,-122.4970886,flood,9,1,382.9503002,61
16699,11/27/11 18:00,Zone A,37.9976618,-122.245319,industrial accident,6,14,95.06132556,62
40297,8/7/14 0:00,Zone C,37.17138483,-122.4981997,industrial accident,8,87,230.0741718,13
37630,4/17/14 21:00,Zone A,37.99761836,-122.4958792,earthquake,4,81,275.7209335,4
28831,4/16/13 6:00,Zone D,37.84334731,-122.497024,earthquake,5,15,2.199734774,45
36503,3/1/14 22:00,Zone D,37.80439126,-122.4969209,industrial accident,1,60,15.47691828,6
29257,5/4/13 0:00,Zone A,37.99754956,-122.1066567,flood,3,35,423.7920211,63
43439,12/15/14 22:00,Zone D,37.64770994,-122.4967738,hurricane,8,76,152.3546664,39
36971,3/21/14 10:00,Zone A,37.99751229,-122.0906219,fire,4,45,454.4813885,68
12102,5/20/11 5:00,Zone A,37.99750038,-121.9451163,industrial accident,3,99,77.72741836,59
37755,4/23/14 2:00,Zone A,37.99748132,-122.4775048,industrial accident,1,33,218.9687228,47
43679,12/25/14 22:00,Zone A,37.99712567,-121.8533957,hurricane,4,59,460.1355557,26
38095,5/7/14 6:00,Zone C,37.03391347,-122.4981044,earthquake,6,7,329.5781962,24
470,1/20/10 13:00,Zone D,37.18297491,-122.4966163,flood,5,15,247.1764264,53
38681,5/31/14 16:00,Zone A,37.99675146,-121.5390127,industrial accident,6,1,250.4715336,42
6289,9/20/10 0:00,Zone D,37.48934622,-122.4965505,fire,7,13,419.0043236,14
9741,2/10/11 20:00,Zone C,37.31729774,-122.4979272,industrial accident,4,58,269.6354078,4
13098,6/30/11 17:00,Zone D,37.8839582,-122.4963964,hurricane,7,65,278.1733403,38
39159,6/20/14 14:00,Zone D,37.21974757,-122.4963668,fire,2,77,140.1399797,27
29995,6/3/13 18:00,Zone B,37.05005532,-122.4980779,flood,5,19,108.085388,11
29861,5/29/13 4:00,Zone B,37.12978803,-122.4980104,industrial accident,7,3,230.725123,69
7982,11/29/10 13:00,Zone B,37.93973675,-122.4979405,industrial accident,4,68,237.6415594,62
15479,10/7/11 22:00,Zone A,37.9963506,-122.165174,industrial accident,1,69,438.9143402,25
11481,4/24/11 8:00,Zone B,37.65633757,-122.4978397,earthquake,2,16,246.5092051,18
40827,8/29/14 2:00,Zone B,37.04977036,-122.4977582,flood,2,99,494.3006374,5
17545,1/2/12 0:00,Zone B,37.72089479,-122.4977303,earthquake,8,31,33.07318702,59
8816,1/3/11 7:00,Zone D,37.80329071,-122.4963335,industrial accident,8,41,176.502832,71
31121,7/20/13 16:00,Zone A,37.99625271,-122.364903,hurricane,2,63,357.6261694,43
47882,6/19/15 1:00,Zone D,37.34338099,-122.4962847,flood,4,17,329.7397646,21
46586,4/26/15 1:00,Zone B,37.93049358,-122.497608,hurricane,1,16,45.89322167,23
5235,8/7/10 2:00,Zone C,37.45590963,-122.4977634,industrial accident,4,66,216.7526241,21
41584,9/29/14 15:00,Zone A,37.99624483,-122.2835689,hurricane,6,3,495.4980554,11
33742,11/6/13 21:00,Zone B,37.48980403,-122.4975804,industrial accident,5,35,361.6851607,70
22613,7/31/12 4:00,Zone C,37.82404039,-122.4977458,fire,7,90,419.5319788,59
26017,12/20/12 0:00,Zone A,37.99623947,-121.5877654,industrial accident,7,82,444.4177371,63
41792,10/8/14 7:00,Zone C,37.816388,-122.497516,flood,9,90,128.7112437,7
27206,2/7/13 13:00,Zone A,37.9961379,-122.4805422,fire,2,51,298.6155647,46
48389,7/10/15 4:00,Zone B,37.09736091,-122.4975102,fire,1,90,103.1284473,5
44075,1/11/15 10:00,Zone D,37.82484857,-122.4960269,fire,1,39,214.7433986,45
7818,11/22/10 17:00,Zone C,37.40299886,-122.4974218,industrial accident,8,50,154.1903608,17
40208,8/3/14 7:00,Zone C,37.50502302,-122.4972525,hurricane,3,13,297.4904021,52
22127,7/10/12 22:00,Zone B,37.10992696,-122.4974218,flood,2,71,451.1365581,65
49647,8/31/15 14:00,Zone A,37.99607023,-121.5968743,fire,3,84,273.0133297,19
36810,3/14/14 17:00,Zone D,37.35324696,-122.4958138,hurricane,5,20,267.7836978,35
21928,7/2/12 15:00,Zone B,37.3887302,-122.497413,fire,1,0,277.2867097,55
1766,3/15/10 13:00,Zone B,37.86058929,-122.4974048,fire,8,95,352.5545896,69
39509,7/5/14 4:00,Zone D,37.37126054,-122.4955589,industrial accident,5,26,111.0202657,69
39022,6/14/14 21:00,Zone A,37.99602045,-122.1183559,earthquake,4,19,451.1733167,44
21254,6/4/12 13:00,Zone C,37.36756858,-122.4970429,industrial accident,3,91,131.1477515,37
10607,3/18/11 22:00,Zone C,37.52674821,-122.4969732,fire,8,27,75.84495512,51
32916,10/3/13 11:00,Zone D,37.75839637,-122.4954224,earthquake,4,87,382.4103323,65
24408,10/13/12 23:00,Zone C,37.74163132,-122.4969247,earthquake,6,95,236.0476479,63
48632,7/20/15 7:00,Zone D,37.51910076,-122.4953448,flood,4,76,441.7489207,23
37230,4/1/14 5:00,Zone D,37.17478778,-122.4952765,earthquake,5,40,164.0421852,8
22007,7/5/12 22:00,Zone D,37.78427064,-122.4952492,fire,6,96,469.474158,54
47020,5/14/15 3:00,Zone C,37.56678937,-122.4968386,hurricane,3,17,475.7978118,49
31255,7/26/13 6:00,Zone B,37.59552353,-122.4973423,flood,4,69,277.9728083,33
11539,4/26/11 18:00,Zone C,37.49995404,-122.4967848,flood,7,63,184.4215598,39
10667,3/21/11 10:00,Zone C,37.68684595,-122.4967466,industrial accident,1,33,161.9940456,20
40978,9/4/14 9:00,Zone D,37.45462094,-122.4951832,earthquake,6,66,387.3820891,47
17449,12/29/11 0:00,Zone C,37.90417518,-122.4967191,flood,2,91,49.70043835,7
13599,7/21/11 14:00,Zone D,37.70768768,-122.4951448,industrial accident,3,24,478.7099101,43
27384,2/14/13 23:00,Zone D,37.29729151,-122.4951091,flood,4,8,295.3632009,41
8058,12/2/10 17:00,Zone C,37.14053079,-122.4966274,industrial accident,1,55,51.93302876,48
36719,3/10/14 22:00,Zone C,37.44352961,-122.4965745,fire,9,0,77.58788086,45
46751,5/2/15 22:00,Zone D,37.10932429,-122.4949954,industrial accident,7,52,322.2763129,62
39798,7/17/14 5:00,Zone A,37.99595029,-121.9136543,industrial accident,2,64,410.9205897,59
14186,8/15/11 1:00,Zone B,37.81896726,-122.497327,industrial accident,5,43,383.0817757,13
23674,9/13/12 9:00,Zone C,37.52526646,-122.496574,flood,3,32,1.212405745,4
13216,7/5/11 15:00,Zone D,37.86479184,-122.4949313,industrial accident,4,29,156.5623341,15
40037,7/27/14 4:00,Zone C,37.10702905,-122.4965062,earthquake,2,63,357.9226354,63
22731,8/5/12 2:00,Zone B,37.49417678,-122.4972734,earthquake,8,14,497.6607676,69
29016,4/23/13 23:00,Zone C,37.53298079,-122.4964988,hurricane,6,83,464.4938988,53
6639,10/4/10 14:00,Zone B,37.69578933,-122.4972698,industrial accident,2,77,65.48536127,39
7223,10/28/10 22:00,Zone A,37.99594734,-122.0120411,industrial accident,1,46,390.9399991,2
46329,4/15/15 8:00,Zone C,37.50745007,-122.4964918,hurricane,8,24,183.6042554,38
47439,5/31/15 14:00,Zone C,37.12723884,-122.4964848,flood,8,43,453.4714087,44
42066,10/19/14 17:00,Zone D,37.95596408,-122.4948952,fire,2,41,31.14899693,17
29425,5/11/13 0:00,Zone A,37.99589136,-122.2061349,flood,9,90,452.4333944,21
32150,9/1/13 13:00,Zone D,37.54731536,-122.4948572,fire,7,34,217.566696,47
46359,4/16/15 14:00,Zone C,37.45420599,-122.4963322,industrial accident,5,68,124.6034204,18
603,1/26/10 2:00,Zone D,37.68735218,-122.4948345,earthquake,2,11,111.5744476,26
10519,3/15/11 6:00,Zone A,37.99584045,-121.7067342,hurricane,5,9,87.64410246,34
10838,3/28/11 13:00,Zone A,37.99580734,-121.5546575,fire,8,11,126.8776071,47
48323,7/7/15 10:00,Zone C,37.66540332,-122.4960666,hurricane,1,87,455.9701058,31
37615,4/17/14 6:00,Zone A,37.99563055,-121.5841242,fire,4,63,427.1064954,50
18041,1/22/12 16:00,Zone C,37.92589332,-122.4960615,flood,1,76,378.731502,12
41700,10/4/14 11:00,Zone D,37.53128577,-122.4948282,hurricane,7,85,221.2274318,26
40416,8/11/14 23:00,Zone C,37.32839981,-122.4960345,flood,3,67,122.817448,8
31050,7/17/13 17:00,Zone C,37.26117628,-122.4958047,flood,5,98,331.5061036,46
31082,7/19/13 1:00,Zone D,37.96209833,-122.4946119,industrial accident,9,72,307.014409,30
2489,4/14/10 16:00,Zone A,37.99549594,-121.7129661,hurricane,8,95,180.4969126,15
27741,3/1/13 20:00,Zone A,37.99544276,-122.0632501,hurricane,9,46,499.631475,16
49138,8/10/15 9:00,Zone A,37.99544221,-121.9760225,industrial accident,6,9,239.2493717,36
5792,8/30/10 7:00,Zone B,37.9263567,-122.4971373,fire,8,11,389.1918057,21
22346,7/20/12 1:00,Zone C,37.68970441,-122.4956868,fire,9,86,111.4019464,69
46631,4/27/15 22:00,Zone A,37.99537884,-121.6535698,hurricane,7,25,44.91240464,61
43376,12/13/14 7:00,Zone B,37.80565865,-122.4971028,fire,3,74,249.8954866,64
46502,4/22/15 13:00,Zone C,37.15252683,-122.4955069,earthquake,7,3,333.195851,18
25982,12/18/12 13:00,Zone D,37.52896824,-122.4945906,industrial accident,4,45,297.1297653,23
13500,7/17/11 11:00,Zone C,37.84083059,-122.4953511,flood,1,47,425.2659818,65
41741,10/6/14 4:00,Zone C,37.26794664,-122.495297,flood,9,23,390.3379598,69
29577,5/17/13 8:00,Zone D,37.14575711,-122.4944399,earthquake,1,86,14.67818291,24
26647,1/15/13 6:00,Zone B,37.1541903,-122.4970808,hurricane,2,21,98.37679911,49
31715,8/14/13 10:00,Zone A,37.99517799,-122.0822103,fire,4,34,45.57209357,55
5709,8/26/10 20:00,Zone A,37.99493039,-121.5034799,flood,7,2,66.44621345,26
14027,8/8/11 10:00,Zone A,37.99483048,-121.6853785,hurricane,1,40,24.08132358,71
2951,5/3/10 22:00,Zone D,37.64141614,-122.4942109,hurricane,3,98,196.916119,27
36289,2/21/14 0:00,Zone D,37.93537509,-122.4940839,hurricane,3,43,365.9680104,61
17757,1/10/12 20:00,Zone A,37.99478379,-122.1363992,earthquake,7,49,144.1359941,64
28771,4/13/13 18:00,Zone C,37.52076523,-122.4952495,industrial accident,3,20,217.819599,12
6724,10/8/10 3:00,Zone C,37.71786407,-122.4950721,earthquake,4,28,209.545278,6
45319,3/4/15 6:00,Zone A,37.99469771,-122.3350497,flood,1,83,417.6794755,20
23845,9/20/12 12:00,Zone A,37.99469525,-122.1700023,flood,4,31,131.5706316,23
22287,7/17/12 14:00,Zone D,37.86135148,-122.494048,industrial accident,5,80,490.6759907,60
26847,1/23/13 14:00,Zone A,37.99464859,-121.6040719,industrial accident,6,5,461.0650895,28
48322,7/7/15 9:00,Zone B,37.67651445,-122.4970724,flood,7,50,381.0325249,22
3625,6/1/10 0:00,Zone C,37.52310475,-122.4950487,hurricane,2,75,485.5855656,7
1209,2/20/10 8:00,Zone A,37.99464173,-122.2993526,hurricane,7,54,482.0525347,46
19477,3/22/12 12:00,Zone A,37.99453043,-121.767033,hurricane,2,41,405.772558,50
48738,7/24/15 17:00,Zone D,37.93337427,-122.4940183,industrial accident,6,67,175.1722161,44
11098,4/8/11 9:00,Zone B,37.7590284,-122.4969179,earthquake,3,4,177.0633412,65
12305,5/28/11 16:00,Zone D,37.64217651,-122.493911,fire,3,57,114.5053369,34
37607,4/16/14 22:00,Zone A,37.99446753,-121.9950635,earthquake,7,5,43.73714264,2
47283,5/25/15 2:00,Zone C,37.20488175,-122.4948573,industrial accident,3,74,356.6093773,69
40851,8/30/14 2:00,Zone B,37.34714495,-122.4968315,fire,7,39,160.0396852,61
1093,2/15/10 12:00,Zone B,37.27631922,-122.4967973,fire,8,65,484.4744668,21
8405,12/17/10 4:00,Zone B,37.21309545,-122.496789,earthquake,6,24,113.4099143,47
7718,11/18/10 13:00,Zone D,37.80146105,-122.4938771,flood,1,33,429.9969262,57
33929,11/14/13 16:00,Zone A,37.99429087,-122.279992,flood,5,16,374.5137597,51
25441,11/26/12 0:00,Zone A,37.99424619,-121.8722568,fire,6,86,373.1142186,41
47688,6/10/15 23:00,Zone A,37.99421049,-122.1359051,hurricane,1,99,54.57096941,49
32937,10/4/13 8:00,Zone B,37.89820842,-122.4967792,fire,1,64,433.5447683,69
10117,2/26/11 12:00,Zone B,37.17255167,-122.4962273,industrial accident,6,50,193.8676493,20
42964,11/26/14 3:00,Zone C,37.90482966,-122.4947805,flood,1,51,200.4797647,44
25900,12/15/12 3:00,Zone B,37.6826138,-122.4961374,fire,6,70,201.8429397,68
20967,5/23/12 14:00,Zone A,37.99412142,-121.9292454,hurricane,1,57,411.4356749,66
3344,5/20/10 7:00,Zone A,37.99399693,-122.2945065,fire,9,56,258.0451699,12
15260,9/28/11 19:00,Zone B,37.03879493,-122.496124,hurricane,7,71,214.9563539,1
25646,12/4/12 13:00,Zone C,37.72038327,-122.4946928,hurricane,7,69,409.7172744,18
6517,9/29/10 12:00,Zone B,37.72747241,-122.4960769,earthquake,6,69,108.1220959,19
49010,8/5/15 1:00,Zone B,37.67650528,-122.4959324,fire,9,48,349.7597384,56
11239,4/14/11 6:00,Zone D,37.89706338,-122.4938385,industrial accident,5,46,357.1847274,25
9362,1/26/11 1:00,Zone B,37.99424,-122.4958356,industrial accident,7,93,101.7407296,13
24906,11/3/12 17:00,Zone A,37.99397602,-121.9624206,hurricane,2,3,152.3995965,31
37463,4/10/14 22:00,Zone A,37.99393322,-122.057855,industrial accident,1,38,421.5298423,59
33165,10/13/13 20:00,Zone A,37.99376377,-121.5666701,fire,4,51,191.6248012,49
42276,10/28/14 11:00,Zone D,37.85606776,-122.4937191,earthquake,1,5,493.896013,22
12660,6/12/11 11:00,Zone D,37.28174217,-122.4936753,fire,7,21,116.8162407,42
7665,11/16/10 8:00,Zone B,37.76794603,-122.4957732,fire,2,57,77.55394469,42
14703,9/5/11 14:00,Zone C,37.07253275,-122.494639,industrial accident,9,82,349.4973039,33
26951,1/27/13 22:00,Zone B,37.26456852,-122.495757,fire,4,36,209.3601945,16
35412,1/15/14 11:00,Zone D,37.01669877,-122.4936139,industrial accident,7,41,39.39975745,51
29061,4/25/13 20:00,Zone B,37.00413965,-122.4957404,industrial accident,3,98,44.88295028,45
22501,7/26/12 12:00,Zone D,37.7242606,-122.4935501,fire,5,76,106.2686599,42
34711,12/17/13 6:00,Zone A,37.99375338,-121.657205,flood,3,53,387.0831039,23
38014,5/3/14 21:00,Zone A,37.99374433,-122.4451325,earthquake,6,80,169.9323441,57
20390,4/29/12 13:00,Zone D,37.82605323,-122.4935363,fire,4,31,23.65717578,25
41470,9/24/14 21:00,Zone B,37.36299297,-122.4955193,hurricane,3,95,252.8290259,39
48411,7/11/15 2:00,Zone C,37.64002191,-122.4944422,earthquake,7,91,69.78955487,20
44813,2/11/15 4:00,Zone A,37.99362919,-121.5392903,flood,1,99,102.4060264,59
6907,10/15/10 18:00,Zone C,37.50604815,-122.4944157,industrial accident,8,20,201.7118189,47
46011,4/2/15 2:00,Zone D,37.57117235,-122.4934183,industrial accident,7,82,284.2419859,30
48008,6/24/15 7:00,Zone D,37.59157959,-122.4934043,flood,3,7,462.2397014,44
47640,6/8/15 23:00,Zone C,37.08396233,-122.494411,earthquake,8,16,331.6510813,18
6030,9/9/10 5:00,Zone D,37.61583947,-122.4933396,industrial accident,1,81,151.5414629,17
21782,6/26/12 13:00,Zone B,37.99107185,-122.4954425,hurricane,5,0,295.7936673,6
8085,12/3/10 20:00,Zone B,37.73709644,-122.495391,fire,3,30,433.5147082,24
44344,1/22/15 15:00,Zone B,37.65113121,-122.495267,hurricane,4,95,379.066107,11
48110,6/28/15 13:00,Zone D,37.02600052,-122.4932779,fire,7,93,290.793478,29
6889,10/15/10 0:00,Zone C,37.37150837,-122.4942842,industrial accident,8,95,233.8767317,13
1241,2/21/10 16:00,Zone A,37.99357109,-122.1298036,earthquake,7,71,20.09437579,59
17372,12/25/11 19:00,Zone A,37.99349837,-121.5696341,hurricane,7,72,222.9109218,47
1493,3/4/10 4:00,Zone B,37.43220945,-122.4952417,flood,1,99,229.4126948,6
15940,10/27/11 3:00,Zone A,37.99347184,-121.9736525,flood,2,88,1.782927688,23
5199,8/5/10 14:00,Zone D,37.54865024,-122.4931645,hurricane,9,24,224.5361192,71
39878,7/20/14 13:00,Zone C,37.72270641,-122.4941553,fire,1,27,81.55602056,17
26351,1/2/13 22:00,Zone D,37.3383323,-122.4931284,fire,1,64,37.44002101,33
36606,3/6/14 5:00,Zone D,37.66402397,-122.4930504,flood,7,91,180.0729426,62
35258,1/9/14 1:00,Zone C,37.52950652,-122.4940239,earthquake,2,97,89.57982236,15
23145,8/22/12 8:00,Zone A,37.99345313,-122.4038864,flood,6,5,458.8286471,56
5654,8/24/10 13:00,Zone C,37.96780931,-122.494005,flood,4,17,265.0570261,51
30167,6/10/13 22:00,Zone D,37.54033079,-122.4928623,flood,4,75,279.8285516,64
1069,2/14/10 12:00,Zone C,37.41705958,-122.4939341,hurricane,5,40,305.8886165,16
25369,11/23/12 0:00,Zone C,37.75573841,-122.4939275,hurricane,8,39,161.923632,37
44085,1/11/15 20:00,Zone B,37.29109547,-122.4951865,hurricane,1,62,429.1707286,41
43952,1/6/15 7:00,Zone B,37.45456267,-122.4951662,earthquake,5,34,422.2956389,43
16626,11/24/11 17:00,Zone D,37.88952975,-122.4926788,earthquake,3,33,194.585038,49
5712,8/26/10 23:00,Zone D,37.67577567,-122.4926778,fire,8,82,415.1541754,30
32380,9/11/13 3:00,Zone A,37.99328996,-121.8506309,industrial accident,1,58,162.1717562,61
46819,5/5/15 18:00,Zone D,37.99995927,-122.4926652,hurricane,6,33,285.5753587,66
