user_id,text,timestamp,latitude,longitude,clean_text,zone_id
142047,earthquake felt,2023-01-01 01:22:00,37.0754952576138,-121.89004379383994,earthquake felt,29.0
159958,emergency in Zone A,2023-01-01 01:23:00,37.0537465264143,-121.79098084664795,emergency in zone a,29.0
158866,evacuate Zone C,2023-01-01 01:24:00,37.46174100075639,-122.21973390593304,evacuate zone c,43.0
177658,fire in downtown,2023-01-01 01:25:00,37.54089399986378,-121.87755396645666,fire in downtown,11.0
190450,emergency in Zone A,2023-01-01 01:26:00,37.02437542966703,-121.75815064806784,emergency in zone a,8.0
164478,emergency in Zone A,2023-01-01 01:27:00,37.30683038123036,-121.77157739009688,emergency in zone a,28.0
147848,flood near river,2023-01-01 01:28:00,37.6460702267069,-121.88285457311352,flood near river,23.0
184285,flood near river,2023-01-01 01:29:00,37.54355073356923,-121.54218945399286,flood near river,30.0
116132,flood near river,2023-01-01 01:30:00,37.26456584326919,-121.68137913193092,flood near river,21.0
167488,earthquake felt,2023-01-01 01:31:00,37.32714312545772,-122.1867362370504,earthquake felt,5.0
148911,earthquake felt,2023-01-01 01:32:00,37.76074331219375,-121.53986835877114,earthquake felt,41.0
114660,flood near river,2023-01-01 01:33:00,37.23780670660744,-121.86115390122052,flood near river,46.0
128058,fire in downtown,2023-01-01 01:34:00,37.68976178453351,-122.10524401041108,fire in downtown,35.0
189976,evacuate Zone C,2023-01-01 01:35:00,37.85066183075679,-122.13050971251651,evacuate zone c,38.0
110049,evacuate Zone C,2023-01-01 01:36:00,37.89886050337737,-122.04938969121594,evacuate zone c,34.0
141433,fire in downtown,2023-01-01 01:37:00,37.52454218764535,-121.72079179552064,fire in downtown,0.0
132012,fire in downtown,2023-01-01 01:38:00,37.38512922671761,-121.89847573097006,fire in downtown,16.0
183459,earthquake felt,2023-01-01 01:39:00,37.2061819723894,-121.61200999153117,earthquake felt,13.0
165114,earthquake felt,2023-01-01 01:40:00,37.583658902505086,-121.85221958526698,earthquake felt,48.0
156012,flood near river,2023-01-01 01:41:00,37.35444141260282,-122.4014451219478,flood near river,49.0
196325,fire in downtown,2023-01-01 01:42:00,37.20469481257627,-122.22034417589371,fire in downtown,37.0
169782,earthquake felt,2023-01-01 01:43:00,37.67414168988011,-121.53217491070954,earthquake felt,41.0
173521,earthquake felt,2023-01-01 01:44:00,37.648786354323775,-122.31655712396532,earthquake felt,47.0
127352,flood near river,2023-01-01 01:45:00,37.74844107904183,-122.36253286810896,flood near river,20.0
198120,fire in downtown,2023-01-01 01:46:00,37.22610262026191,-121.83782474000952,fire in downtown,46.0
177582,earthquake felt,2023-01-01 01:47:00,37.04024981019972,-122.45699589567872,earthquake felt,9.0
180628,earthquake felt,2023-01-01 01:48:00,37.04853095455517,-121.99047861670944,earthquake felt,14.0
185750,evacuate Zone C,2023-01-01 01:49:00,37.74319145781543,-122.36003725038002,evacuate zone c,20.0
111123,fire in downtown,2023-01-01 01:50:00,37.43638781246536,-121.55574024813284,fire in downtown,44.0
180895,flood near river,2023-01-01 01:51:00,37.01674812383444,-121.5616911938256,flood near river,32.0
168780,evacuate Zone C,2023-01-01 01:52:00,37.74852339523586,-122.0374632851481,evacuate zone c,3.0
121400,earthquake felt,2023-01-01 01:53:00,37.77156111107625,-121.76323018061206,earthquake felt,31.0
102704,fire in downtown,2023-01-01 01:54:00,37.8324496587303,-122.10090254155102,fire in downtown,38.0
134601,fire in downtown,2023-01-01 01:55:00,37.33617017902933,-121.55526395194904,fire in downtown,44.0
176630,flood near river,2023-01-01 01:56:00,37.15957922400344,-122.40682303679954,flood near river,39.0
117893,fire in downtown,2023-01-01 01:57:00,37.97915087385217,-121.86973267761933,fire in downtown,25.0
126105,fire in downtown,2023-01-01 01:58:00,37.14351309382469,-121.93865058748892,fire in downtown,46.0
182809,emergency in Zone A,2023-01-01 01:59:00,37.10366763192244,-122.3423857523611,emergency in zone a,24.0
111046,flood near river,2023-01-01 02:00:00,37.02824929641497,-121.50437040378404,flood near river,32.0
116286,fire in downtown,2023-01-01 02:01:00,37.61131928072529,-122.2325180108239,fire in downtown,47.0
187225,fire in downtown,2023-01-01 02:02:00,37.272594897224586,-122.2262118016144,fire in downtown,37.0
168842,evacuate Zone C,2023-01-01 02:03:00,37.896780623627166,-121.7812091125517,evacuate zone c,42.0
127475,flood near river,2023-01-01 02:04:00,37.66573926146752,-122.27503274581268,flood near river,47.0
146643,evacuate Zone C,2023-01-01 02:05:00,37.21786095148837,-122.27415258584551,evacuate zone c,37.0
153057,evacuate Zone C,2023-01-01 02:06:00,37.446175387711634,-121.73666356882214,evacuate zone c,0.0
117501,flood near river,2023-01-01 02:07:00,37.723266835786895,-121.67528511881902,flood near river,19.0
198235,earthquake felt,2023-01-01 02:08:00,37.60464248686066,-121.7159710148015,earthquake felt,48.0
193401,earthquake felt,2023-01-01 02:09:00,37.283543162722935,-121.81241457648844,earthquake felt,28.0
191342,flood near river,2023-01-01 02:10:00,37.68386178530679,-122.00475974864614,flood near river,3.0
144067,emergency in Zone A,2023-01-01 02:11:00,37.59821433134046,-121.53181046970472,emergency in zone a,30.0
105693,evacuate Zone C,2023-01-01 02:12:00,37.750056066263234,-121.66019700953774,evacuate zone c,6.0
141164,earthquake felt,2023-01-01 02:13:00,37.50417295227794,-122.26773329995488,earthquake felt,43.0
109837,earthquake felt,2023-01-01 02:14:00,37.79813874465392,-121.86755793563692,earthquake felt,10.0
111753,evacuate Zone C,2023-01-01 02:15:00,37.21302218666667,-122.2811855361784,evacuate zone c,37.0
191505,fire in downtown,2023-01-01 02:16:00,37.18214584569736,-122.01360956665452,fire in downtown,26.0
145309,flood near river,2023-01-01 02:17:00,37.2132305904111,-122.04317044275456,flood near river,26.0
183975,evacuate Zone C,2023-01-01 02:18:00,37.771864688233336,-122.2559555666122,evacuate zone c,12.0
187230,emergency in Zone A,2023-01-01 02:19:00,37.25526347737193,-122.41430214642402,emergency in zone a,17.0
187511,earthquake felt,2023-01-01 02:20:00,37.457508434321824,-122.3449360155289,earthquake felt,43.0
122693,earthquake felt,2023-01-01 02:21:00,37.20368923262657,-122.21744328399416,earthquake felt,37.0
132721,earthquake felt,2023-01-01 02:22:00,37.09150007059263,-122.4046911654018,earthquake felt,9.0
162226,flood near river,2023-01-01 02:23:00,37.32266486468806,-121.97307984834148,flood near river,16.0
104954,evacuate Zone C,2023-01-01 02:24:00,37.77309601218612,-121.57105532599648,evacuate zone c,41.0
156749,earthquake felt,2023-01-01 02:25:00,37.55439329626492,-121.56979458514812,earthquake felt,30.0
136898,emergency in Zone A,2023-01-01 02:26:00,37.37213198198892,-121.63303913921844,emergency in zone a,21.0
183275,evacuate Zone C,2023-01-01 02:27:00,37.867695179287296,-121.82263573859984,evacuate zone c,31.0
185947,earthquake felt,2023-01-01 02:28:00,37.66750384298407,-122.0717122331873,earthquake felt,3.0
123109,earthquake felt,2023-01-01 02:29:00,37.663031508816296,-121.87832160372682,earthquake felt,23.0
130043,fire in downtown,2023-01-01 02:30:00,37.20971124940507,-122.24109025144476,fire in downtown,37.0
187295,evacuate Zone C,2023-01-01 02:31:00,37.12141923436086,-121.96225680841928,evacuate zone c,14.0
172346,emergency in Zone A,2023-01-01 02:32:00,37.373773003223285,-121.9966592365915,emergency in zone a,16.0
187770,emergency in Zone A,2023-01-01 02:33:00,37.667934116857325,-121.81870037689394,emergency in zone a,23.0
174555,earthquake felt,2023-01-01 02:34:00,37.27569510590999,-121.60656295321334,earthquake felt,13.0
103448,flood near river,2023-01-01 02:35:00,37.902611404006606,-121.93901781310063,flood near river,25.0
161125,flood near river,2023-01-01 02:36:00,37.1196044190478,-122.0883510439504,flood near river,26.0
109136,emergency in Zone A,2023-01-01 02:37:00,37.8029899899203,-121.94161174489716,emergency in zone a,10.0
155003,emergency in Zone A,2023-01-01 02:38:00,37.76502232897867,-121.50180507031368,emergency in zone a,41.0
151126,evacuate Zone C,2023-01-01 02:39:00,37.088736009174696,-121.91536959319566,evacuate zone c,14.0
128181,earthquake felt,2023-01-01 02:40:00,37.94765896670741,-122.41084941047824,earthquake felt,1.0
125767,flood near river,2023-01-01 02:41:00,37.42504651732932,-122.27956736214644,flood near river,43.0
109314,earthquake felt,2023-01-01 02:42:00,37.81774868521965,-122.06523048760108,earthquake felt,38.0
118833,fire in downtown,2023-01-01 02:43:00,37.36142163976504,-121.95841109041883,fire in downtown,16.0
102989,earthquake felt,2023-01-01 02:44:00,37.9639827174022,-122.06427739395548,earthquake felt,34.0
148211,earthquake felt,2023-01-01 02:45:00,37.2813275423618,-122.3662999346238,earthquake felt,49.0
151071,emergency in Zone A,2023-01-01 02:46:00,37.44355700684744,-122.2617934401651,emergency in zone a,43.0
140600,evacuate Zone C,2023-01-01 02:47:00,37.44899641420425,-122.1333001548741,evacuate zone c,33.0
125852,earthquake felt,2023-01-01 02:48:00,37.96526073320853,-122.33071611848264,earthquake felt,40.0
120762,earthquake felt,2023-01-01 02:49:00,37.50628670289349,-122.0003670501384,earthquake felt,11.0
118545,emergency in Zone A,2023-01-01 02:50:00,37.03423964680498,-122.27136310416098,emergency in zone a,24.0
119256,flood near river,2023-01-01 02:51:00,37.98405279890817,-121.90223910006532,flood near river,25.0
182449,emergency in Zone A,2023-01-01 02:52:00,37.8798811091176,-122.1714521258324,emergency in zone a,18.0
197851,earthquake felt,2023-01-01 02:53:00,37.98974021974942,-122.34468425023404,earthquake felt,40.0
125105,evacuate Zone C,2023-01-01 02:54:00,37.12552980338224,-121.62971991438154,evacuate zone c,8.0
189928,emergency in Zone A,2023-01-01 02:55:00,37.5872093696631,-121.53249267290298,emergency in zone a,30.0
122018,fire in downtown,2023-01-01 02:56:00,37.52428070843973,-121.76652336515724,fire in downtown,48.0
182547,earthquake felt,2023-01-01 02:57:00,37.561120742305874,-121.61828664809498,earthquake felt,30.0
107337,emergency in Zone A,2023-01-01 02:58:00,37.18170029096448,-122.37104357268096,emergency in zone a,39.0
184380,emergency in Zone A,2023-01-01 02:59:00,37.86777579840546,-121.52528405588797,emergency in zone a,27.0
112645,flood near river,2023-01-01 03:00:00,37.09619857615235,-122.36552317705862,flood near river,9.0
145165,flood near river,2023-01-01 03:01:00,37.4130891397687,-122.34574421960068,flood near river,49.0
147080,flood near river,2023-01-01 03:02:00,37.239505835413176,-122.01871218756526,flood near river,26.0
156321,earthquake felt,2023-01-01 03:03:00,37.65634391760365,-121.7373999288083,earthquake felt,19.0
136892,earthquake felt,2023-01-01 03:04:00,37.285507614554014,-122.1373569840723,earthquake felt,36.0
191063,earthquake felt,2023-01-01 03:05:00,37.99943771383269,-122.22398948525075,earthquake felt,18.0
171257,emergency in Zone A,2023-01-01 03:06:00,37.31471801215925,-122.3230996210934,emergency in zone a,49.0
169597,evacuate Zone C,2023-01-01 03:07:00,37.541525879607626,-122.07610117774196,evacuate zone c,15.0
172472,earthquake felt,2023-01-01 03:08:00,37.76913426452104,-122.05567447166229,earthquake felt,38.0
176264,earthquake felt,2023-01-01 03:09:00,37.32619843984617,-121.95737806252085,earthquake felt,16.0
104272,fire in downtown,2023-01-01 03:10:00,37.96217769405361,-122.09507257036056,fire in downtown,18.0
146905,fire in downtown,2023-01-01 03:11:00,37.86582099322532,-121.57580281777028,fire in downtown,27.0
188469,emergency in Zone A,2023-01-01 03:12:00,37.2257442622799,-122.16718509683024,emergency in zone a,37.0
104934,emergency in Zone A,2023-01-01 03:13:00,37.88701277503996,-121.8779279812322,emergency in zone a,25.0
183227,earthquake felt,2023-01-01 03:14:00,37.03327377908711,-122.34385245038364,earthquake felt,24.0
166599,earthquake felt,2023-01-01 03:15:00,37.54626004433303,-121.77618692473112,earthquake felt,48.0
176324,emergency in Zone A,2023-01-01 03:16:00,37.8757871854785,-122.42867177863728,emergency in zone a,1.0
133680,evacuate Zone C,2023-01-01 03:17:00,37.97786550417187,-121.51558857793589,evacuate zone c,27.0
172215,earthquake felt,2023-01-01 03:18:00,37.6952337177362,-122.47369462856288,earthquake felt,20.0
147684,flood near river,2023-01-01 03:19:00,37.68562654488196,-121.72784629325498,flood near river,19.0
126049,earthquake felt,2023-01-01 03:20:00,37.72771494856871,-121.7171580252513,earthquake felt,19.0
116451,flood near river,2023-01-01 03:21:00,37.57068226125229,-122.44653282648292,flood near river,7.0
114735,fire in downtown,2023-01-01 03:22:00,37.27180002396295,-121.94694899432602,fire in downtown,46.0
178684,earthquake felt,2023-01-01 03:23:00,37.54700439029804,-122.2604578126658,earthquake felt,43.0
186725,earthquake felt,2023-01-01 03:24:00,37.56444482190058,-121.86455356256909,earthquake felt,48.0
180562,evacuate Zone C,2023-01-01 03:25:00,37.14328403253853,-122.28860951234164,evacuate zone c,24.0
189476,emergency in Zone A,2023-01-01 03:26:00,37.29324628126828,-121.5907873874362,emergency in zone a,13.0
126710,flood near river,2023-01-01 03:27:00,37.49272694337122,-122.08341558290566,flood near river,33.0
118973,fire in downtown,2023-01-01 03:28:00,37.199000912351295,-121.70152420310332,fire in downtown,4.0
185255,earthquake felt,2023-01-01 03:29:00,37.55914456977051,-121.9242747394042,earthquake felt,11.0
180248,evacuate Zone C,2023-01-01 03:30:00,37.17466016572992,-121.92435069784456,evacuate zone c,46.0
127101,fire in downtown,2023-01-01 03:31:00,37.01105326961791,-122.12063207069528,fire in downtown,2.0
198078,earthquake felt,2023-01-01 03:32:00,37.40712871114709,-122.23589985677924,earthquake felt,5.0
192120,flood near river,2023-01-01 03:33:00,37.32847540267997,-121.90816417563704,flood near river,28.0
154922,fire in downtown,2023-01-01 03:34:00,37.26241124192342,-122.05026321596756,fire in downtown,36.0
150070,fire in downtown,2023-01-01 03:35:00,37.73163939657993,-122.4656729682074,fire in downtown,20.0
101757,emergency in Zone A,2023-01-01 03:36:00,37.5021306716017,-121.81500749741072,emergency in zone a,45.0
171011,evacuate Zone C,2023-01-01 03:37:00,37.67623028238424,-122.298399142806,evacuate zone c,47.0
145475,emergency in Zone A,2023-01-01 03:38:00,37.13602483282301,-122.16459943490882,emergency in zone a,2.0
144747,emergency in Zone A,2023-01-01 03:39:00,37.9041961249394,-121.96729282689564,emergency in zone a,34.0
147035,earthquake felt,2023-01-01 03:40:00,37.45673558451261,-122.002250541453,earthquake felt,16.0
139642,flood near river,2023-01-01 03:41:00,37.63034614060511,-122.17667267526969,flood near river,15.0
170661,earthquake felt,2023-01-01 03:42:00,37.56251108151848,-121.58723655653252,earthquake felt,30.0
114088,evacuate Zone C,2023-01-01 03:43:00,37.29500364695324,-122.34608288522966,evacuate zone c,49.0
145222,flood near river,2023-01-01 03:44:00,37.38640946086399,-121.66479181603368,flood near river,21.0
124024,evacuate Zone C,2023-01-01 03:45:00,37.94187535259999,-122.43103826337683,evacuate zone c,1.0
161973,emergency in Zone A,2023-01-01 03:46:00,37.57695387299182,-121.55435362599016,emergency in zone a,30.0
128431,flood near river,2023-01-01 03:47:00,37.92702262694759,-122.28974624878018,flood near river,40.0
179030,flood near river,2023-01-01 03:48:00,37.712438637681664,-121.53891455947308,flood near river,41.0
169395,flood near river,2023-01-01 03:49:00,37.21673595623271,-121.51786558596709,flood near river,13.0
143260,emergency in Zone A,2023-01-01 03:50:00,37.870814472465646,-121.59173697361044,emergency in zone a,27.0
189823,fire in downtown,2023-01-01 03:51:00,37.86067772002773,-121.62867561158929,fire in downtown,6.0
181601,fire in downtown,2023-01-01 03:52:00,37.97459880553583,-121.81697853228864,fire in downtown,25.0
126727,fire in downtown,2023-01-01 03:53:00,37.22415040648302,-122.3878011187855,fire in downtown,39.0
134741,emergency in Zone A,2023-01-01 03:54:00,37.15176593376342,-121.67341539304724,emergency in zone a,8.0
190311,earthquake felt,2023-01-01 03:55:00,37.46712193433141,-122.41405092323826,earthquake felt,22.0
191922,earthquake felt,2023-01-01 03:56:00,37.667343038549845,-121.8504420430644,earthquake felt,23.0
119938,evacuate Zone C,2023-01-01 03:57:00,37.09617892781297,-121.59584485779897,evacuate zone c,32.0
186132,fire in downtown,2023-01-01 03:58:00,37.07592743928867,-121.63693043070596,fire in downtown,8.0
126576,fire in downtown,2023-01-01 03:59:00,37.62145092333402,-122.09731170417967,fire in downtown,15.0
123679,earthquake felt,2023-01-01 04:00:00,37.5683771120834,-121.64448281485456,earthquake felt,30.0
194571,emergency in Zone A,2023-01-01 04:01:00,37.6072248576856,-121.83842619208892,emergency in zone a,23.0
157212,fire in downtown,2023-01-01 04:02:00,37.43207733374796,-121.98059516317626,fire in downtown,16.0
110495,earthquake felt,2023-01-01 04:03:00,37.54849158969955,-122.32739656916915,earthquake felt,43.0
195684,emergency in Zone A,2023-01-01 04:04:00,37.28493884678589,-121.713957270307,emergency in zone a,21.0
179827,earthquake felt,2023-01-01 04:05:00,37.90236639853932,-121.59821953487146,earthquake felt,27.0
187717,fire in downtown,2023-01-01 04:06:00,37.02651944520012,-122.47755349861518,fire in downtown,9.0
109710,fire in downtown,2023-01-01 04:07:00,37.525428187570434,-122.05785002773813,fire in downtown,33.0
199454,earthquake felt,2023-01-01 04:08:00,37.763930252955696,-122.3417179649556,earthquake felt,12.0
183811,flood near river,2023-01-01 04:09:00,37.77917383033433,-122.39189049953792,flood near river,20.0
195682,fire in downtown,2023-01-01 04:10:00,37.95228939734656,-122.30114797854394,fire in downtown,40.0
123658,flood near river,2023-01-01 04:11:00,37.49930313249608,-121.57252177017122,flood near river,30.0
164420,fire in downtown,2023-01-01 04:12:00,37.19101845727127,-121.75572675335248,fire in downtown,4.0
118457,emergency in Zone A,2023-01-01 04:13:00,37.28839511587661,-122.37802544276316,emergency in zone a,49.0
122156,emergency in Zone A,2023-01-01 04:14:00,37.92504685552192,-121.74167686683596,emergency in zone a,42.0
198789,flood near river,2023-01-01 04:15:00,37.55214634540796,-121.92334869859062,flood near river,11.0
160744,flood near river,2023-01-01 04:16:00,37.43679576298356,-121.7917142112032,flood near river,45.0
114130,flood near river,2023-01-01 04:17:00,37.61484554180692,-121.881559097428,flood near river,23.0
128282,earthquake felt,2023-01-01 04:18:00,37.610409308137015,-122.36986970319164,earthquake felt,7.0
185113,earthquake felt,2023-01-01 04:19:00,37.363312850185736,-122.2680234650064,earthquake felt,5.0
127966,evacuate Zone C,2023-01-01 04:20:00,37.18625105548556,-121.79384366899532,evacuate zone c,4.0
111653,fire in downtown,2023-01-01 04:21:00,37.47883043785831,-121.7612892611153,fire in downtown,0.0
133241,earthquake felt,2023-01-01 04:22:00,37.74416654828895,-122.20562792156586,earthquake felt,35.0
180646,evacuate Zone C,2023-01-01 04:23:00,37.22660521254205,-122.22563306063708,evacuate zone c,37.0
172502,emergency in Zone A,2023-01-01 04:24:00,37.78057973069816,-122.18473610718922,emergency in zone a,35.0
175687,flood near river,2023-01-01 04:25:00,37.05997908072042,-121.96979433254018,flood near river,14.0
115346,fire in downtown,2023-01-01 04:26:00,37.609545288259454,-121.55280335379582,fire in downtown,30.0
128310,fire in downtown,2023-01-01 04:27:00,37.28071973339069,-122.49174078329312,fire in downtown,17.0
177529,flood near river,2023-01-01 04:28:00,37.66920536194541,-122.01111933446062,flood near river,3.0
112799,flood near river,2023-01-01 04:29:00,37.88927790862168,-122.1527334880689,flood near river,18.0
104989,emergency in Zone A,2023-01-01 04:30:00,37.70525588904336,-122.25963621969912,emergency in zone a,47.0
120559,flood near river,2023-01-01 04:31:00,37.08178836192575,-121.85027981293516,flood near river,29.0
