business_id,date,revenue_usd,transactions
8586,9/10/28 10:00,2011.417697,50
4334,9/10/28 9:00,3689.99937,69
4343,9/10/28 8:00,6950.437451,81
4005,9/10/28 7:00,9205.619535,21
2617,9/10/28 6:00,5885.434376,23
4927,9/10/28 5:00,6797.587983,58
8852,9/10/28 4:00,5361.864564,93
5290,9/10/28 3:00,9123.183768,19
6876,9/10/28 2:00,8445.998325,25
6011,9/10/28 1:00,6963.633365,58
7486,9/10/28 0:00,1831.435575,36
2522,9/9/28 23:00,8464.879606,47
7127,9/9/28 22:00,3260.90926,37
9193,9/9/28 21:00,379.7363591,45
7905,9/9/28 20:00,3897.493548,29
1634,9/9/28 19:00,2213.870542,75
4001,9/9/28 18:00,9358.644438,1
5770,9/9/28 17:00,2162.257786,12
1237,9/9/28 16:00,6450.23392,81
6734,9/9/28 15:00,6895.464811,1
9024,9/9/28 14:00,1889.728273,35
3511,9/9/28 13:00,8353.775088,66
2818,9/9/28 12:00,2185.719099,40
3756,9/9/28 11:00,8569.423601,71
2869,9/9/28 10:00,1252.497481,68
8764,9/9/28 9:00,7211.3178,7
1065,9/9/28 8:00,2141.057393,21
7849,9/9/28 7:00,8099.183202,94
5451,9/9/28 6:00,2298.658736,30
2582,9/9/28 5:00,5088.24642,92
7669,9/9/28 4:00,4431.52979,37
4612,9/9/28 3:00,7323.846487,71
3704,9/9/28 2:00,541.0441126,74
5960,9/9/28 1:00,6563.243432,11
4165,9/9/28 0:00,9827.727938,23
6103,9/8/28 23:00,802.2152285,98
3207,9/8/28 22:00,6033.314827,33
5897,9/8/28 21:00,8808.115666,51
3225,9/8/28 20:00,9195.835152,90
2193,9/8/28 19:00,983.6879113,7
7032,9/8/28 18:00,2036.230865,83
2426,9/8/28 17:00,7933.31808,4
7181,9/8/28 16:00,4686.954059,83
3554,9/8/28 15:00,9581.586187,74
3151,9/8/28 14:00,7496.238103,34
3881,9/8/28 13:00,1256.209367,20
3603,9/8/28 12:00,8854.502249,27
5119,9/8/28 11:00,9509.665178,26
8129,9/8/28 10:00,7808.147772,42
1443,9/8/28 9:00,1263.662171,45
4461,9/8/28 8:00,6771.224234,6
1436,9/8/28 7:00,2725.912932,99
3814,9/8/28 6:00,7335.136063,32
6100,9/8/28 5:00,5791.226553,23
5410,9/8/28 4:00,7929.267976,59
8102,9/8/28 3:00,3035.901397,76
6938,9/8/28 2:00,3636.707473,29
2485,9/8/28 1:00,442.2366794,96
9554,9/8/28 0:00,4722.75708,61
6136,9/7/28 23:00,9867.223088,32
9426,9/7/28 22:00,4086.67482,73
3414,9/7/28 21:00,1383.884476,82
3204,9/7/28 20:00,7807.924384,81
7120,9/7/28 19:00,1849.557138,39
8479,9/7/28 18:00,9742.371758,57
7861,9/7/28 17:00,4377.107274,24
6560,9/7/28 16:00,9167.751174,94
7712,9/7/28 15:00,8462.573037,5
8484,9/7/28 14:00,9555.412293,91
6833,9/7/28 13:00,5241.125689,65
7672,9/7/28 12:00,9845.668063,25
4429,9/7/28 11:00,577.9651604,56
7162,9/7/28 10:00,3798.018163,86
3504,9/7/28 9:00,6066.089631,49
6932,9/7/28 8:00,3927.556989,92
5477,9/7/28 7:00,2438.967881,52
8976,9/7/28 6:00,568.6303204,69
6430,9/7/28 5:00,1133.872623,43
9324,9/7/28 4:00,6052.831619,39
9515,9/7/28 3:00,4132.800176,21
9000,9/7/28 2:00,7247.663289,72
1567,9/7/28 1:00,410.8301659,49
4368,9/7/28 0:00,7644.883338,5
4130,9/6/28 23:00,9972.424914,89
4315,9/6/28 22:00,4973.031678,24
9686,9/6/28 21:00,5453.037296,88
6103,9/6/28 20:00,4750.003885,60
2798,9/6/28 19:00,2136.124201,1
7144,9/6/28 18:00,4203.539648,58
7563,9/6/28 17:00,3018.436847,36
6149,9/6/28 16:00,6246.233552,15
2672,9/6/28 15:00,9857.241918,20
5575,9/6/28 14:00,8981.757446,78
4007,9/6/28 13:00,525.910485,1
2986,9/6/28 12:00,5904.768642,2
4613,9/6/28 11:00,4937.075102,54
5033,9/6/28 10:00,4845.892516,12
8809,9/6/28 9:00,4033.472291,56
6866,9/6/28 8:00,7009.121265,52
7992,9/6/28 7:00,5265.547457,68
4639,9/6/28 6:00,9764.831521,35
7828,9/6/28 5:00,216.5436132,87
8444,9/6/28 4:00,2665.865488,44
2022,9/6/28 3:00,5163.530865,4
9490,9/6/28 2:00,3125.323001,88
7520,9/6/28 1:00,7226.347282,77
6503,9/6/28 0:00,9436.142395,13
3305,9/5/28 23:00,8940.293773,5
7740,9/5/28 22:00,7153.647264,20
7067,9/5/28 21:00,1066.530288,16
8679,9/5/28 20:00,2881.594353,3
6674,9/5/28 19:00,8109.823329,17
3552,9/5/28 18:00,3981.580981,40
3661,9/5/28 17:00,9680.387335,33
1039,9/5/28 16:00,6777.545407,91
5532,9/5/28 15:00,2673.266598,5
3441,9/5/28 14:00,1538.704645,35
7908,9/5/28 13:00,8740.680936,58
4678,9/5/28 12:00,9935.910667,59
1812,9/5/28 11:00,9053.666209,2
6280,9/5/28 10:00,682.7034394,59
1781,9/5/28 9:00,8505.441319,17
9528,9/5/28 8:00,1025.538209,3
9342,9/5/28 7:00,1514.720936,89
8490,9/5/28 6:00,704.9279031,99
6244,9/5/28 5:00,8324.080298,4
8710,9/5/28 4:00,2613.107244,90
9719,9/5/28 3:00,9616.152292,84
7711,9/5/28 2:00,8836.26103,73
8794,9/5/28 1:00,9046.582292,20
8172,9/5/28 0:00,8316.962714,83
2272,9/4/28 23:00,3921.37328,62
7274,9/4/28 22:00,9784.921922,49
6796,9/4/28 21:00,9683.015081,99
7220,9/4/28 20:00,8082.281046,5
7414,9/4/28 19:00,4974.210023,9
9573,9/4/28 18:00,5210.061424,82
2505,9/4/28 17:00,6842.775039,4
7006,9/4/28 16:00,9911.960491,47
5975,9/4/28 15:00,5167.44273,29
4349,9/4/28 14:00,4928.538355,34
7912,9/4/28 13:00,4419.849639,79
1011,9/4/28 12:00,4297.647559,40
7068,9/4/28 11:00,3496.886854,81
9780,9/4/28 10:00,4129.774167,13
5330,9/4/28 9:00,1162.501537,94
6077,9/4/28 8:00,6118.668375,16
1893,9/4/28 7:00,5481.032792,30
5026,9/4/28 6:00,1798.505393,83
5040,9/4/28 5:00,4654.643253,92
9401,9/4/28 4:00,8915.997653,39
8094,9/4/28 3:00,8727.645326,40
2131,9/4/28 2:00,9638.163688,30
2287,9/4/28 1:00,5109.6284,88
2071,9/4/28 0:00,1650.230027,82
2882,9/3/28 23:00,8740.69292,86
2522,9/3/28 22:00,4763.612847,24
9573,9/3/28 21:00,4376.256288,39
5362,9/3/28 20:00,3853.381061,60
5645,9/3/28 19:00,2626.523769,66
4515,9/3/28 18:00,3032.194647,28
4902,9/3/28 17:00,977.0729056,56
7284,9/3/28 16:00,2284.327572,75
4947,9/3/28 15:00,4202.557087,28
1299,9/3/28 14:00,8026.40723,90
1782,9/3/28 13:00,396.3724847,92
6447,9/3/28 12:00,1533.015702,96
4017,9/3/28 11:00,5412.740131,36
8251,9/3/28 10:00,5951.23747,77
4641,9/3/28 9:00,8722.361899,4
4528,9/3/28 8:00,6376.53027,38
1992,9/3/28 7:00,7691.52789,51
6911,9/3/28 6:00,2435.338654,93
8465,9/3/28 5:00,3596.642501,29
2256,9/3/28 4:00,1744.231779,56
9741,9/3/28 3:00,7648.573099,88
1073,9/3/28 2:00,9043.619777,60
3053,9/3/28 1:00,1082.288804,36
5782,9/3/28 0:00,9297.922364,58
9204,9/2/28 23:00,6356.451555,39
8890,9/2/28 22:00,9634.093271,37
1260,9/2/28 21:00,6557.324158,27
6448,9/2/28 20:00,343.2214892,13
3893,9/2/28 19:00,6288.3486,92
1695,9/2/28 18:00,8765.243681,36
5299,9/2/28 17:00,471.2764288,44
4038,9/2/28 16:00,9039.320925,54
2700,9/2/28 15:00,6598.690495,38
2272,9/2/28 14:00,7275.603046,54
7300,9/2/28 13:00,3453.33743,62
5788,9/2/28 12:00,8852.590712,78
3986,9/2/28 11:00,2185.88963,51
2371,9/2/28 10:00,556.7312156,1
9522,9/2/28 9:00,4047.07865,43
5524,9/2/28 8:00,6741.14133,52
2288,9/2/28 7:00,8510.660222,87
2610,9/2/28 6:00,1369.949986,99
2596,9/2/28 5:00,6621.496386,63
1909,9/2/28 4:00,8531.97514,85
5653,9/2/28 3:00,364.0196262,21
9936,9/2/28 2:00,1261.122349,15
7015,9/2/28 1:00,7804.28091,31
6970,9/2/28 0:00,9689.595499,75
5673,9/1/28 23:00,5238.392832,8
4795,9/1/28 22:00,3322.611493,85
6079,9/1/28 21:00,4248.852143,99
1957,9/1/28 20:00,7037.823035,37
1310,9/1/28 19:00,2761.36478,81
1299,9/1/28 18:00,8261.921461,15
7919,9/1/28 17:00,7318.569,23
3458,9/1/28 16:00,1087.295104,52
7383,9/1/28 15:00,3938.047182,79
7598,9/1/28 14:00,9020.140881,19
4012,9/1/28 13:00,3042.945615,59
6711,9/1/28 12:00,307.4609891,45
6337,9/1/28 11:00,2369.869896,12
9687,9/1/28 10:00,7860.973523,64
4531,9/1/28 9:00,8560.820318,61
8600,9/1/28 8:00,5037.126425,12
2095,9/1/28 7:00,3281.508441,24
3063,9/1/28 6:00,5640.878614,35
4801,9/1/28 5:00,5140.312793,80
8015,9/1/28 4:00,168.5930019,21
7027,9/1/28 3:00,7647.31852,91
9307,9/1/28 2:00,918.2364052,25
4896,9/1/28 1:00,8056.754329,19
7070,9/1/28 0:00,9052.838866,78
4886,8/31/28 23:00,2950.454962,71
5824,8/31/28 22:00,9124.599515,82
4142,8/31/28 21:00,8548.782896,27
6432,8/31/28 20:00,4214.811901,61
6744,8/31/28 19:00,7006.392036,1
7856,8/31/28 18:00,3689.64985,92
4774,8/31/28 17:00,7980.134193,92
1570,8/31/28 16:00,9878.943691,71
1783,8/31/28 15:00,4536.175715,13
4602,8/31/28 14:00,4394.522488,45
3678,8/31/28 13:00,5810.945625,75
3093,8/31/28 12:00,5690.666347,61
2113,8/31/28 11:00,1577.628253,14
7694,8/31/28 10:00,2237.975527,94
1459,8/31/28 9:00,3661.670717,3
6660,8/31/28 8:00,7936.370737,24
5791,8/31/28 7:00,8298.180433,9
5143,8/31/28 6:00,7297.909625,72
7297,8/31/28 5:00,3710.620429,85
4536,8/31/28 4:00,856.0808182,40
4548,8/31/28 3:00,1478.963159,34
7360,8/31/28 2:00,6352.718045,27
3417,8/31/28 1:00,556.0317961,4
3005,8/31/28 0:00,5325.501721,36
4963,8/30/28 23:00,4274.820719,4
4034,8/30/28 22:00,6240.708583,48
4505,8/30/28 21:00,5718.787391,47
8770,8/30/28 20:00,165.9886516,17
5563,8/30/28 19:00,6068.411985,49
4688,8/30/28 18:00,2119.130256,76
2496,8/30/28 17:00,8286.134227,26
1524,8/30/28 16:00,5436.863209,75
5891,8/30/28 15:00,9946.564098,85
4822,8/30/28 14:00,8488.715183,51
8522,8/30/28 13:00,7302.641976,35
2607,8/30/28 12:00,6363.133377,59
6512,8/30/28 11:00,4336.951611,12
2316,8/30/28 10:00,3805.953289,83
3082,8/30/28 9:00,9996.456268,46
7521,8/30/28 8:00,6036.313481,24
7629,8/30/28 7:00,9533.073915,12
5825,8/30/28 6:00,6078.070083,19
7824,8/30/28 5:00,9178.271184,94
8783,8/30/28 4:00,7735.744,7
7489,8/30/28 3:00,4502.526809,73
2505,8/30/28 2:00,8549.474312,9
2187,8/30/28 1:00,2892.077067,62
7375,8/30/28 0:00,8373.91356,92
7084,8/29/28 23:00,8684.642077,96
5694,8/29/28 22:00,2742.694025,23
1231,8/29/28 21:00,5218.516777,28
5325,8/29/28 20:00,3380.050187,32
2015,8/29/28 19:00,2416.231548,3
9831,8/29/28 18:00,1880.293098,56
7683,8/29/28 17:00,4092.369226,67
6311,8/29/28 16:00,9450.757557,54
4130,8/29/28 15:00,9666.816979,29
2314,8/29/28 14:00,5412.997926,7
9744,8/29/28 13:00,4602.180459,31
5020,8/29/28 12:00,4986.830217,47
7664,8/29/28 11:00,2477.700562,24
2991,8/29/28 10:00,3436.564226,94
3224,8/29/28 9:00,8860.465283,44
7961,8/29/28 8:00,5813.358282,26
8198,8/29/28 7:00,9595.976446,18
1977,8/29/28 6:00,6195.275659,25
1315,8/29/28 5:00,5372.331933,33
8263,8/29/28 4:00,7231.402597,26
2564,8/29/28 3:00,6807.567934,68
9112,8/29/28 2:00,7487.514091,95
6930,8/29/28 1:00,6883.22431,36
3504,8/29/28 0:00,8551.2124,66
3340,8/28/28 23:00,8515.397159,33
7468,8/28/28 22:00,2822.448611,17
2095,8/28/28 21:00,6812.315864,77
6350,8/28/28 20:00,9937.680203,41
6715,8/28/28 19:00,1323.492854,94
7994,8/28/28 18:00,5049.301552,98
4894,8/28/28 17:00,5467.584728,66
9205,8/28/28 16:00,5821.972208,68
9459,8/28/28 15:00,391.9983896,45
7848,8/28/28 14:00,2989.134034,87
2199,8/28/28 13:00,758.2944392,93
6287,8/28/28 12:00,4970.985719,48
9148,8/28/28 11:00,7047.066305,54
1977,8/28/28 10:00,8868.360723,97
6117,8/28/28 9:00,8313.91839,63
2580,8/28/28 8:00,1031.196829,97
1385,8/28/28 7:00,9366.46498,14
3432,8/28/28 6:00,3033.633697,31
8188,8/28/28 5:00,5756.611651,75
1655,8/28/28 4:00,5706.06867,82
2904,8/28/28 3:00,6878.109562,25
7776,8/28/28 2:00,2771.223005,26
2989,8/28/28 1:00,7444.181599,49
5708,8/28/28 0:00,1450.523591,65
5214,8/27/28 23:00,7223.734611,23
9882,8/27/28 22:00,8735.795915,19
4379,8/27/28 21:00,4274.564041,81
2953,8/27/28 20:00,1833.273691,35
3379,8/27/28 19:00,2375.073285,56
2403,8/27/28 18:00,7022.859844,5
1074,8/27/28 17:00,5482.205263,80
5872,8/27/28 16:00,8864.457438,98
4002,8/27/28 15:00,8628.427725,77
5176,8/27/28 14:00,3315.10697,99
9257,8/27/28 13:00,6503.409726,54
2680,8/27/28 12:00,7179.002086,89
7474,8/27/28 11:00,4366.469739,24
9773,8/27/28 10:00,8548.175495,11
3603,8/27/28 9:00,1836.478549,58
2302,8/27/28 8:00,592.7851012,41
7303,8/27/28 7:00,1597.953618,52
8231,8/27/28 6:00,3612.414416,91
7435,8/27/28 5:00,417.7004594,48
4616,8/27/28 4:00,6906.517857,76
8674,8/27/28 3:00,8683.100962,61
4028,8/27/28 2:00,2630.120162,12
3704,8/27/28 1:00,3837.507828,21
3643,8/27/28 0:00,9279.555729,4
6387,8/26/28 23:00,2101.080313,16
7817,8/26/28 22:00,4051.749498,33
8007,8/26/28 21:00,7811.780833,50
7499,8/26/28 20:00,5538.13707,87
5526,8/26/28 19:00,9881.365402,7
8181,8/26/28 18:00,1748.049502,47
7604,8/26/28 17:00,1561.383466,46
4869,8/26/28 16:00,9619.075288,44
2218,8/26/28 15:00,511.2086391,22
2098,8/26/28 14:00,6515.739941,25
6959,8/26/28 13:00,4338.306768,65
3502,8/26/28 12:00,901.5393968,8
7840,8/26/28 11:00,9446.260453,5
5790,8/26/28 10:00,1664.203621,71
4595,8/26/28 9:00,7000.634759,77
4487,8/26/28 8:00,2026.696971,63
7773,8/26/28 7:00,1256.893253,91
2190,8/26/28 6:00,444.0589919,25
5334,8/26/28 5:00,9582.531417,32
8245,8/26/28 4:00,8388.239854,43
4281,8/26/28 3:00,7763.298891,27
9919,8/26/28 2:00,7423.631457,82
8394,8/26/28 1:00,4817.418075,32
3516,8/26/28 0:00,4291.239691,84
2222,8/25/28 23:00,3154.379509,71
6128,8/25/28 22:00,6808.663005,33
5929,8/25/28 21:00,1973.366181,74
4897,8/25/28 20:00,9077.078772,28
9552,8/25/28 19:00,8308.156627,87
5876,8/25/28 18:00,6145.062245,34
9585,8/25/28 17:00,7623.276978,15
1805,8/25/28 16:00,4448.131216,45
9392,8/25/28 15:00,3459.017563,61
5961,8/25/28 14:00,9866.655245,10
1234,8/25/28 13:00,2665.438022,52
4514,8/25/28 12:00,6179.042802,70
5151,8/25/28 11:00,6588.270261,98
9606,8/25/28 10:00,7841.374186,93
3371,8/25/28 9:00,6638.479274,55
3371,8/25/28 8:00,1476.697122,14
6027,8/25/28 7:00,316.8232156,92
9322,8/25/28 6:00,5763.435605,42
1252,8/25/28 5:00,2237.116388,56
4650,8/25/28 4:00,7882.518986,75
3494,8/25/28 3:00,1923.454075,61
8280,8/25/28 2:00,253.1894371,37
1522,8/25/28 1:00,8427.04002,36
9975,8/25/28 0:00,1326.560182,27
7922,8/24/28 23:00,1591.627912,82
3317,8/24/28 22:00,3241.78553,31
9107,8/24/28 21:00,6998.59285,97
4146,8/24/28 20:00,5597.540506,60
8122,8/24/28 19:00,9434.019784,38
4317,8/24/28 18:00,2652.237678,97
5922,8/24/28 17:00,5968.254204,94
1777,8/24/28 16:00,2937.529822,23
4240,8/24/28 15:00,1275.988003,52
6646,8/24/28 14:00,9291.657584,8
6539,8/24/28 13:00,5776.964126,60
3698,8/24/28 12:00,8962.983031,54
9461,8/24/28 11:00,8212.013798,20
8737,8/24/28 10:00,5232.109596,87
1367,8/24/28 9:00,9457.488472,60
1059,8/24/28 8:00,1510.91399,62
5758,8/24/28 7:00,3135.856421,74
7725,8/24/28 6:00,5025.521686,66
8630,8/24/28 5:00,3922.861731,77
3833,8/24/28 4:00,1126.494112,43
9207,8/24/28 3:00,1551.061994,90
8692,8/24/28 2:00,7643.130446,31
6552,8/24/28 1:00,6101.055682,56
4940,8/24/28 0:00,2036.124407,98
4395,8/23/28 23:00,3531.677841,85
9197,8/23/28 22:00,8057.750524,41
5423,8/23/28 21:00,523.9588592,83
2183,8/23/28 20:00,1082.543062,72
6609,8/23/28 19:00,1996.187799,84
9812,8/23/28 18:00,1891.580707,23
7313,8/23/28 17:00,8896.835117,60
2712,8/23/28 16:00,2443.800207,22
2775,8/23/28 15:00,1473.938105,30
9097,8/23/28 14:00,7523.096063,70
2827,8/23/28 13:00,2339.015649,30
9062,8/23/28 12:00,3019.860648,34
2736,8/23/28 11:00,4320.727064,96
3034,8/23/28 10:00,4946.253515,41
2600,8/23/28 9:00,3272.684774,71
7102,8/23/28 8:00,1232.473882,31
4777,8/23/28 7:00,7527.015175,5
7609,8/23/28 6:00,1485.329442,41
3560,8/23/28 5:00,7708.313905,18
2680,8/23/28 4:00,2991.712295,75
6298,8/23/28 3:00,9283.091476,95
1222,8/23/28 2:00,2194.159575,94
9524,8/23/28 1:00,7870.350679,39
6361,8/23/28 0:00,5045.197321,30
8449,8/22/28 23:00,4945.884947,60
8067,8/22/28 22:00,2762.707823,48
7283,8/22/28 21:00,8454.166039,18
4917,8/22/28 20:00,4485.473299,75
8815,8/22/28 19:00,4802.447348,51
7084,8/22/28 18:00,1393.76276,80
7069,8/22/28 17:00,9533.441044,22
3335,8/22/28 16:00,4468.43476,74
2152,8/22/28 15:00,5468.336149,25
1534,8/22/28 14:00,1570.23438,35
6856,8/22/28 13:00,7055.607842,41
7682,8/22/28 12:00,7425.758531,10
7577,8/22/28 11:00,8497.443444,78
9437,8/22/28 10:00,1137.273284,42
7020,8/22/28 9:00,9950.434721,60
2282,8/22/28 8:00,2676.50837,51
7959,8/22/28 7:00,5255.815718,84
2943,8/22/28 6:00,4461.029432,35
7828,8/22/28 5:00,5087.267896,54
3361,8/22/28 4:00,7840.314707,12
2256,8/22/28 3:00,7460.193336,63
6345,8/22/28 2:00,6094.452914,90
3681,8/22/28 1:00,9146.831889,17
1131,8/22/28 0:00,3368.286433,1
7275,8/21/28 23:00,6929.215922,8
2384,8/21/28 22:00,4589.819551,12
9189,8/21/28 21:00,564.3189611,12
4489,8/21/28 20:00,7323.277599,85
6169,8/21/28 19:00,7758.206181,15
1039,8/21/28 18:00,6289.779433,21
2865,8/21/28 17:00,9806.577706,9
5775,8/21/28 16:00,6147.964276,16
8495,8/21/28 15:00,9022.847103,19
8009,8/21/28 14:00,1398.410491,96
3727,8/21/28 13:00,8614.191785,59
5195,8/21/28 12:00,9006.540733,18
3554,8/21/28 11:00,2604.29888,34
8268,8/21/28 10:00,2322.645996,63
5284,8/21/28 9:00,1543.41948,57
2928,8/21/28 8:00,8821.665721,16
6151,8/21/28 7:00,5705.718449,46
9439,8/21/28 6:00,8910.971552,13
2536,8/21/28 5:00,5279.910448,91
4217,8/21/28 4:00,6803.735206,62
5886,8/21/28 3:00,9477.147621,64
6105,8/21/28 2:00,6076.317479,31
7839,8/21/28 1:00,9057.484581,84
7408,8/21/28 0:00,8325.491859,79
2777,8/20/28 23:00,6583.414152,41
4213,8/20/28 22:00,9481.638185,14
2647,8/20/28 21:00,2883.967959,23
2934,8/20/28 20:00,8019.562791,63
2481,8/20/28 19:00,1692.215088,27
3661,8/20/28 18:00,1274.684866,55
3514,8/20/28 17:00,880.3269844,6
7125,8/20/28 16:00,5546.381165,43
5713,8/20/28 15:00,3355.917524,46
1552,8/20/28 14:00,8154.606638,63
5609,8/20/28 13:00,1251.818373,22
7393,8/20/28 12:00,3267.417462,70
6482,8/20/28 11:00,9139.246757,89
2432,8/20/28 10:00,7053.786794,76
4642,8/20/28 9:00,2699.958115,29
9850,8/20/28 8:00,7797.360425,35
3059,8/20/28 7:00,4984.359562,75
4541,8/20/28 6:00,8180.787003,93
3591,8/20/28 5:00,604.2229212,70
3609,8/20/28 4:00,8512.280229,7
5514,8/20/28 3:00,8849.498162,76
8405,8/20/28 2:00,1786.359587,49
4257,8/20/28 1:00,6809.924311,60
4031,8/20/28 0:00,8929.613246,59
4437,8/19/28 23:00,6945.555021,7
2124,8/19/28 22:00,1085.74336,26
5111,8/19/28 21:00,8198.332004,10
6528,8/19/28 20:00,7041.903472,2
2725,8/19/28 19:00,7050.805745,16
4526,8/19/28 18:00,9892.368602,81
4219,8/19/28 17:00,1055.627234,34
3135,8/19/28 16:00,4970.673246,44
5940,8/19/28 15:00,2452.546564,78
6417,8/19/28 14:00,5506.28071,8
8704,8/19/28 13:00,6403.328035,75
2694,8/19/28 12:00,2765.337498,53
8908,8/19/28 11:00,9285.067468,37
6383,8/19/28 10:00,1337.516654,90
9916,8/19/28 9:00,3876.47883,68
2750,8/19/28 8:00,7021.021708,92
1426,8/19/28 7:00,3029.505337,71
9012,8/19/28 6:00,8053.327127,53
1294,8/19/28 5:00,5526.355679,10
8900,8/19/28 4:00,8675.795396,80
6379,8/19/28 3:00,3249.625279,1
6954,8/19/28 2:00,6352.315978,36
8595,8/19/28 1:00,6039.677942,90
2223,8/19/28 0:00,3012.264958,32
3215,8/18/28 23:00,8807.221357,72
6217,8/18/28 22:00,2386.430838,21
5395,8/18/28 21:00,6643.037612,13
6377,8/18/28 20:00,187.0844129,22
8623,8/18/28 19:00,7206.418977,24
2870,8/18/28 18:00,2663.29661,22
9407,8/18/28 17:00,2491.155807,42
3234,8/18/28 16:00,4085.645489,64
3284,8/18/28 15:00,2423.897078,78
7254,8/18/28 14:00,6627.09606,62
1782,8/18/28 13:00,3257.807842,20
5823,8/18/28 12:00,4486.067582,25
8029,8/18/28 11:00,5440.730204,67
2996,8/18/28 10:00,1021.787497,74
8832,8/18/28 9:00,7810.229906,70
9851,8/18/28 8:00,3701.360549,99
8919,8/18/28 7:00,1711.651215,56
2517,8/18/28 6:00,8954.506862,20
1180,8/18/28 5:00,6537.871639,92
7126,8/18/28 4:00,3502.716571,28
9805,8/18/28 3:00,5998.734154,41
1241,8/18/28 2:00,3112.74256,24
9867,8/18/28 1:00,3682.445349,29
4088,8/18/28 0:00,3200.547979,63
9346,8/17/28 23:00,5758.815679,41
6435,8/17/28 22:00,3257.181573,95
7914,8/17/28 21:00,8014.055369,34
5632,8/17/28 20:00,2259.138189,26
2503,8/17/28 19:00,7980.835074,27
6197,8/17/28 18:00,5953.514968,85
8966,8/17/28 17:00,2123.791474,56
5341,8/17/28 16:00,7968.48802,23
9218,8/17/28 15:00,1200.128317,26
