sensor_id,timestamp,latitude,longitude,sensor_type,reading_value,status,date,hour
1243,1/1/23 1:07,37.69796205457327,-122.4678851,humidity,13.644224074998569,inactive,1/1/23,1
1474,1/1/23 1:08,37.75515133,-121.5691693,flood,4.473202761960815,inactive,1/1/23,1
1410,1/1/23 1:09,37.42167992171835,-121.8097514,temp,95.33713636447092,inactive,1/1/23,1
1889,1/1/23 1:10,37.19869720844492,-121.6225882,seismic,83.22423364486903,inactive,1/1/23,1
1339,1/1/23 1:11,37.81106663303152,-122.0639518,temp,1.5333045888606955,inactive,1/1/23,1
1797,1/1/23 1:13,37.08267928998392,-122.4079529,seismic,58.34092606231026,active,1/1/23,1
1214,1/1/23 1:14,37.505086532720696,-121.6005768,seismic,47.27695868554256,active,1/1/23,1
1798,1/1/23 1:15,37.25806409407137,-121.9751333,humidity,11.857265901747128,inactive,1/1/23,1
1888,1/1/23 1:19,37.38067728146513,-122.1117245,seismic,27.128321057940298,active,1/1/23,1
1104,1/1/23 1:20,37.29661232282932,-121.8264665,humidity,79.29018489308977,inactive,1/1/23,1
1328,1/1/23 1:21,37.6513942,-121.8252872,humidity,10.729973743964704,active,1/1/23,1
1092,1/1/23 1:23,37.38699486167266,-122.2518188,seismic,97.98199173144604,inactive,1/1/23,1
1830,1/1/23 1:26,37.29155374058621,-122.3714358,humidity,84.25609371746398,inactive,1/1/23,1
1296,1/1/23 1:27,37.989358381617606,-122.4591707,humidity,84.70423325299588,active,1/1/23,1
1775,1/1/23 1:28,37.84566662400013,-122.1126066,seismic,40.06458746029369,inactive,1/1/23,1
1408,1/1/23 1:29,37.520102,-122.3096633,temp,23.17419482612625,inactive,1/1/23,1
1688,1/1/23 1:31,37.45472841528462,-121.6595343,seismic,31.46572048639451,inactive,1/1/23,1
1277,1/1/23 1:32,37.43289271688509,-121.846331,humidity,8.251539958763987,active,1/1/23,1
1668,1/1/23 1:34,37.97950846334673,-121.8804452,temp,45.01770515185528,active,1/1/23,1
1004,1/1/23 1:35,37.80580733443665,-121.6632209,flood,86.36941044172228,active,1/1/23,1
1849,1/1/23 1:36,37.97246190343287,-122.2608711,flood,13.764209390990668,inactive,1/1/23,1
1441,1/1/23 1:37,37.61457277603914,-121.9345426,humidity,33.905700315693565,active,1/1/23,1
1665,1/1/23 1:38,37.17707245968602,-122.2034193,temp,28.665288763919584,active,1/1/23,1
1985,1/1/23 1:39,37.75366493,-122.2312324,flood,66.55611994648865,active,1/1/23,1
1016,1/1/23 1:40,37.327861866517786,-122.1968615,flood,6.357437820999346,active,1/1/23,1
1159,1/1/23 1:41,37.24490357576535,-121.8528928,flood,14.570162873805415,inactive,1/1/23,1
1842,1/1/23 1:42,37.55576870914138,-121.8541722,humidity,30.35650577287381,inactive,1/1/23,1
1469,1/1/23 1:43,37.85422167641997,-122.4940955,humidity,92.69002009346228,inactive,1/1/23,1
1929,1/1/23 1:45,37.46707114,-122.0287291,humidity,11.191523887525012,inactive,1/1/23,1
1716,1/1/23 1:47,37.88732861791375,-121.5525179,temp,21.990358530482347,active,1/1/23,1
1099,1/1/23 1:49,37.19935718,-122.41948,flood,44.86036072641457,active,1/1/23,1
1364,1/1/23 1:50,37.86360256935684,-122.3337043,seismic,73.49774225122937,active,1/1/23,1
1507,1/1/23 1:52,37.59817869356521,-121.6073508,flood,98.77776911569303,active,1/1/23,1
1548,1/1/23 1:54,37.08238348508561,-121.8918038,temp,35.887490068653186,inactive,1/1/23,1
1163,1/1/23 1:55,37.99093588502967,-122.2434533,humidity,83.90916842,inactive,1/1/23,1
1464,1/1/23 1:58,37.02380169633525,-122.2842003,humidity,93.98229593,active,1/1/23,1
1601,1/1/23 1:59,37.08681565121058,-122.1483456,flood,33.222597419036774,inactive,1/1/23,1
1857,1/1/23 2:01,37.17330116567515,-122.0711665,seismic,77.34787411468926,active,1/1/23,2
1114,1/1/23 2:04,37.36887284694176,-121.7269809,seismic,98.88078229597085,active,1/1/23,2
1834,1/1/23 2:05,37.39434831896007,-122.4263199,temp,26.36358176898583,active,1/1/23,2
1907,1/1/23 2:06,37.75356445771837,-122.3386957,seismic,63.15814129110972,active,1/1/23,2
1282,1/1/23 2:08,37.80843311485944,-121.7785792,flood,33.80640629,inactive,1/1/23,2
1985,1/1/23 2:09,37.50807756352896,-121.9803542,flood,54.06667965,active,1/1/23,2
1906,1/1/23 2:10,37.73450650352632,-121.7782899,flood,86.35553830480079,active,1/1/23,2
1777,1/1/23 2:11,37.772339058325535,-121.779821,flood,52.87243490586408,active,1/1/23,2
1982,1/1/23 2:14,37.821003358710094,-122.1970139,temp,13.759527593826014,active,1/1/23,2
1740,1/1/23 2:15,37.04417955497495,-121.7825173,temp,87.39876937,active,1/1/23,2
1685,1/1/23 2:16,37.73763888427504,-121.8944171,temp,35.26320432103297,inactive,1/1/23,2
1492,1/1/23 2:17,37.79860107220585,-121.9775534,humidity,88.20846581039795,active,1/1/23,2
1125,1/1/23 2:18,37.18465654162591,-122.1711639,flood,98.63714289640636,active,1/1/23,2
1474,1/1/23 2:20,37.73704919027721,-121.6985892,flood,48.42292744339433,active,1/1/23,2
1987,1/1/23 2:21,37.56974247149367,-121.5894505,flood,21.68954541,inactive,1/1/23,2
1267,1/1/23 2:23,37.28401303295963,-121.9815976,flood,5.557609482341197,inactive,1/1/23,2
1294,1/1/23 2:26,37.02898447228628,-121.7353306,temp,0.5387051449560643,inactive,1/1/23,2
1007,1/1/23 2:27,37.790150674597534,-121.8867592,temp,24.92838839241074,inactive,1/1/23,2
1250,1/1/23 2:28,37.220830424847726,-121.9831017,flood,9.865925643552307,active,1/1/23,2
1692,1/1/23 2:29,37.21939601332736,-122.3412094,seismic,59.675707219249134,inactive,1/1/23,2
1059,1/1/23 2:32,37.93513731017488,-122.3774202,seismic,64.60331061686149,inactive,1/1/23,2
1155,1/1/23 2:35,37.523062101684594,-122.4237486,flood,31.240358852834305,active,1/1/23,2
1508,1/1/23 2:37,37.38260066561893,-122.1144987,seismic,30.800052090816287,inactive,1/1/23,2
1708,1/1/23 2:38,37.73352279772401,-121.5605269,humidity,88.2212843,active,1/1/23,2
1114,1/1/23 2:39,37.29749571813682,-121.5446761,flood,96.03000238270552,active,1/1/23,2
1458,1/1/23 2:40,37.72774258988886,-122.1210493,humidity,39.67036138152915,inactive,1/1/23,2
1091,1/1/23 2:43,37.21271867628815,-121.9516024,temp,87.22176240167285,inactive,1/1/23,2
1157,1/1/23 2:44,37.67241636,-121.7835665,flood,67.60447951,inactive,1/1/23,2
1769,1/1/23 2:47,37.984643144729766,-122.4106923,humidity,21.12196997267884,inactive,1/1/23,2
1179,1/1/23 2:48,37.81031070486042,-122.4679467,flood,51.88171614854211,inactive,1/1/23,2
1470,1/1/23 2:49,37.59116550580466,-121.693282,humidity,27.99699904884877,active,1/1/23,2
1166,1/1/23 2:53,37.05959703368647,-121.9289359,temp,28.64108184401372,active,1/1/23,2
1997,1/1/23 2:54,37.43664121,-121.6754907,flood,76.56456776422323,inactive,1/1/23,2
1250,1/1/23 2:55,37.551734914619125,-122.0379464,temp,83.65202850458597,inactive,1/1/23,2
1122,1/1/23 2:56,37.61511130207612,-121.9548459,seismic,30.18265892252816,inactive,1/1/23,2
1811,1/1/23 2:57,37.55943077924309,-122.2551961,seismic,70.43291774467184,active,1/1/23,2
1432,1/1/23 2:58,37.74977424882911,-122.3271378,humidity,45.70677066483202,inactive,1/1/23,2
1609,1/1/23 2:59,37.97212269186259,-122.002938,humidity,63.25912605325536,active,1/1/23,2
1835,1/1/23 3:00,37.09257722296214,-121.8453129,temp,34.33751557503628,active,1/1/23,3
1908,1/1/23 3:02,37.53664588276386,-122.1489605,seismic,99.13274764655915,active,1/1/23,3
1047,1/1/23 3:03,37.21091481237537,-122.3378273,flood,77.90383574744713,active,1/1/23,3
1005,1/1/23 3:04,37.03967094999256,-122.0027461,flood,63.45588235709718,inactive,1/1/23,3
1714,1/1/23 3:06,37.288228201353455,-121.7850751,seismic,35.864103884086816,active,1/1/23,3
1052,1/1/23 3:07,37.45811845886696,-122.1984826,flood,14.634530288687674,active,1/1/23,3
1838,1/1/23 3:09,37.22964821895914,-122.0411223,flood,53.98619617318471,active,1/1/23,3
1949,1/1/23 3:11,37.457957717299465,-121.6591217,humidity,43.48294613014983,inactive,1/1/23,3
1539,1/1/23 3:12,37.37233867748938,-122.3648756,seismic,44.98780703464036,inactive,1/1/23,3
1503,1/1/23 3:16,37.27030086701512,-121.5081578,seismic,83.33943511129746,inactive,1/1/23,3
1591,1/1/23 3:20,37.239195813424544,-122.4295127,humidity,15.813675954087737,active,1/1/23,3
1224,1/1/23 3:22,37.87458566231759,-121.6696446,flood,16.55920867172278,inactive,1/1/23,3
1750,1/1/23 3:23,37.70429478341639,-121.8957435,flood,20.504605214249427,active,1/1/23,3
1562,1/1/23 3:24,37.153840186456414,-121.9317613,humidity,49.13900395358268,inactive,1/1/23,3
1108,1/1/23 3:25,37.60567221673288,-122.0584625,flood,52.40684151476487,active,1/1/23,3
1358,1/1/23 3:26,37.043841833621485,-121.6495126,temp,4.775481593854236,inactive,1/1/23,3
1099,1/1/23 3:28,37.02908044,-122.0386396,humidity,57.06814819952678,active,1/1/23,3
1931,1/1/23 3:30,37.37021248050392,-121.9177566,flood,36.769309152632566,active,1/1/23,3
1182,1/1/23 3:31,37.25327689645431,-121.9076108,seismic,89.64679827575625,inactive,1/1/23,3
1719,1/1/23 3:32,37.30665472571368,-121.6702365,flood,36.90897797830432,active,1/1/23,3
1862,1/1/23 3:35,37.44328642809794,-121.8982243,temp,97.77184127,inactive,1/1/23,3
1354,1/1/23 3:36,37.61406578590611,-122.3437255,flood,60.104142946382986,active,1/1/23,3
1062,1/1/23 3:37,37.75029094959585,-121.8544625,temp,15.835452421733107,inactive,1/1/23,3
1429,1/1/23 3:38,37.56393089967656,-122.4705519,seismic,61.31425070208084,active,1/1/23,3
1689,1/1/23 3:40,37.99381746534078,-121.5682505,humidity,65.49268505146706,inactive,1/1/23,3
1223,1/1/23 3:41,37.631322554802665,-121.7648145,seismic,94.31090744836555,active,1/1/23,3
1284,1/1/23 3:42,37.65915215365707,-122.025303,seismic,18.923524126790014,active,1/1/23,3
1063,1/1/23 3:43,37.48895084978735,-121.9533785,seismic,30.73016302909396,inactive,1/1/23,3
1173,1/1/23 3:45,37.45073932383964,-122.2973205,seismic,36.91217434391599,inactive,1/1/23,3
1598,1/1/23 3:46,37.29616522384416,-121.7041316,humidity,35.22092964738721,inactive,1/1/23,3
1235,1/1/23 3:47,37.50038648965008,-122.2600601,humidity,31.45453099112565,active,1/1/23,3
1197,1/1/23 3:48,37.80127364,-121.5168968,flood,46.61647392510744,inactive,1/1/23,3
1912,1/1/23 3:49,37.61718086450016,-121.5016565,flood,22.762629054746075,active,1/1/23,3
1884,1/1/23 3:50,37.19204084660836,-122.0438595,flood,37.34211709586206,inactive,1/1/23,3
1890,1/1/23 3:51,37.09547528064876,-122.4987219,temp,43.01393799739991,inactive,1/1/23,3
1169,1/1/23 3:52,37.35768036576513,-121.6247825,flood,65.17286888410472,active,1/1/23,3
1690,1/1/23 3:54,37.71524397366541,-122.0831615,flood,72.62872831955983,active,1/1/23,3
1044,1/1/23 3:55,37.98026489317322,-121.7053887,seismic,83.43887169603487,inactive,1/1/23,3
1652,1/1/23 3:56,37.53414397522212,-121.6567626,seismic,54.85613106634125,active,1/1/23,3
1077,1/1/23 3:57,37.21143978508936,-122.2855717,flood,86.17057091879776,inactive,1/1/23,3
1762,1/1/23 3:58,37.01618972061454,-121.6109721,humidity,63.45798615741135,active,1/1/23,3
1887,1/1/23 4:02,37.08088294332541,-121.6029578,temp,73.40630249502905,inactive,1/1/23,4
1536,1/1/23 4:04,37.66901934745609,-122.0557135,humidity,69.26261993,inactive,1/1/23,4
1653,1/1/23 4:05,37.63044581058576,-121.7381461,seismic,61.22423477998274,inactive,1/1/23,4
1200,1/1/23 4:07,37.404264897236224,-122.1313116,seismic,38.86819324702861,inactive,1/1/23,4
1476,1/1/23 4:09,37.54808619147392,-121.8713519,flood,82.67378917617961,inactive,1/1/23,4
1058,1/1/23 4:10,37.77724328083227,-121.5811015,humidity,3.1842809665893035,inactive,1/1/23,4
1063,1/1/23 4:12,37.50278506,-122.3078552,seismic,61.255007632702494,active,1/1/23,4
1457,1/1/23 4:14,37.22914661006928,-122.4206733,humidity,27.917084942404824,active,1/1/23,4
1673,1/1/23 4:15,37.977237521712816,-122.0640901,temp,79.71913019160672,inactive,1/1/23,4
1961,1/1/23 4:16,37.68031096431454,-122.4076616,temp,64.84973814635191,active,1/1/23,4
1312,1/1/23 4:17,37.92564111166172,-122.22265,seismic,63.42742719522862,active,1/1/23,4
1704,1/1/23 4:18,37.39232469286611,-122.2205621,temp,94.62373097062758,active,1/1/23,4
1563,1/1/23 4:19,37.87426081931783,-122.0255176,humidity,31.344745966740263,inactive,1/1/23,4
1712,1/1/23 4:20,37.291371598301566,-121.9540747,temp,63.76532086719367,inactive,1/1/23,4
1267,1/1/23 4:21,37.13311345847808,-121.6566723,flood,11.777957612546274,active,1/1/23,4
1296,1/1/23 4:22,37.80103996291118,-121.7216025,seismic,63.07222613144351,active,1/1/23,4
1468,1/1/23 4:23,37.34429774866894,-122.0803722,humidity,38.25013110120783,inactive,1/1/23,4
1258,1/1/23 4:26,37.89404315506426,-122.1251334,flood,31.558852477110065,inactive,1/1/23,4
1742,1/1/23 4:27,37.94634642289222,-122.3648767,flood,45.99937591596088,active,1/1/23,4
1927,1/1/23 4:28,37.99441438364183,-121.7011728,flood,27.720310443404507,active,1/1/23,4
1123,1/1/23 4:29,37.95200014794231,-122.1641602,temp,50.82524154673833,active,1/1/23,4
1745,1/1/23 4:31,37.55285592239692,-121.6557941,humidity,44.98218255638346,inactive,1/1/23,4
1665,1/1/23 4:32,37.75360508337959,-121.9915107,temp,35.991755105178754,active,1/1/23,4
1998,1/1/23 4:33,37.88850931029654,-121.6040314,humidity,57.159398657067214,active,1/1/23,4
1273,1/1/23 4:34,37.70364338123276,-122.1033807,temp,65.03001161688272,active,1/1/23,4
1524,1/1/23 4:35,37.22151285814155,-121.9105283,seismic,2.231646642971652,active,1/1/23,4
1767,1/1/23 4:36,37.95526109973181,-121.6908024,seismic,89.22951932168333,inactive,1/1/23,4
1736,1/1/23 4:37,37.399327235879554,-122.2106369,temp,87.67992263879273,inactive,1/1/23,4
1747,1/1/23 4:38,37.90136374536622,-122.3709759,seismic,77.19194659655699,active,1/1/23,4
1125,1/1/23 4:39,37.43543567949046,-122.408145,humidity,32.76900807764848,active,1/1/23,4
1272,1/1/23 4:42,37.19383681942514,-122.254152,seismic,81.11182574544317,inactive,1/1/23,4
1875,1/1/23 4:43,37.280528048476505,-122.4325105,seismic,13.48705361117274,inactive,1/1/23,4
1585,1/1/23 4:45,37.81861102622819,-122.4220987,temp,50.56796046518848,active,1/1/23,4
1244,1/1/23 4:47,37.00552395909029,-121.7209498,seismic,57.71249200111504,inactive,1/1/23,4
1801,1/1/23 4:48,37.40050158484858,-121.6927029,humidity,86.37496251030547,active,1/1/23,4
1678,1/1/23 4:49,37.29150886,-121.7959202,humidity,32.77112277137281,inactive,1/1/23,4
1051,1/1/23 4:50,37.99205073878303,-122.0037083,humidity,28.893473624011246,inactive,1/1/23,4
1341,1/1/23 4:51,37.96652388029442,-122.228662,humidity,5.207839264513991,inactive,1/1/23,4
1328,1/1/23 4:53,37.08025445435454,-122.355303,flood,94.14527805724632,inactive,1/1/23,4
1761,1/1/23 4:54,37.82693842618589,-121.590151,temp,82.08365833,inactive,1/1/23,4
1798,1/1/23 4:56,37.070933460883445,-121.9977765,seismic,48.99125965451664,active,1/1/23,4
1253,1/1/23 4:57,37.84738693692327,-122.0507909,flood,23.51220536276369,active,1/1/23,4
1459,1/1/23 4:58,37.42626503570427,-122.3176117,temp,23.509727528578505,active,1/1/23,4
1514,1/1/23 5:00,37.75269166794383,-122.4443908,temp,92.88084112497532,inactive,1/1/23,5
1678,1/1/23 5:01,37.78845110980566,-121.6365328,temp,84.68314505375584,active,1/1/23,5
1714,1/1/23 5:03,37.10430916939932,-122.3546891,seismic,51.11789420727191,active,1/1/23,5
1635,1/1/23 5:04,37.52467921998837,-121.7387878,flood,70.70263144659333,active,1/1/23,5
1668,1/1/23 5:05,37.55140591,-121.7330284,humidity,16.07012229410327,active,1/1/23,5
1014,1/1/23 5:06,37.80890523536482,-122.4320585,temp,64.87983819420174,inactive,1/1/23,5
1752,1/1/23 5:07,37.853028252862906,-121.5540469,flood,44.38849718039718,active,1/1/23,5
1525,1/1/23 5:08,37.90635071,-121.9189937,seismic,67.44472833899326,active,1/1/23,5
1147,1/1/23 5:11,37.197643600612594,-121.8721534,flood,36.00470698712378,active,1/1/23,5
1094,1/1/23 5:12,37.14330363190255,-121.7234423,seismic,19.20689780095104,active,1/1/23,5
1640,1/1/23 5:13,37.26448072344864,-122.2131207,flood,39.04572596565824,inactive,1/1/23,5
1466,1/1/23 5:14,37.32983763018655,-121.7948888,temp,17.03828840666638,inactive,1/1/23,5
1250,1/1/23 5:15,37.01889652982061,-122.3492995,flood,14.681453773995813,inactive,1/1/23,5
1817,1/1/23 5:18,37.517674660664674,-122.2701895,seismic,83.03338070753433,active,1/1/23,5
1236,1/1/23 5:19,37.361263078292176,-121.9787075,temp,79.99008979206181,active,1/1/23,5
1419,1/1/23 5:20,37.33954915160177,-122.0775686,temp,91.12851621789164,active,1/1/23,5
1946,1/1/23 5:25,37.87374092780832,-122.2349076,flood,77.47933239861743,active,1/1/23,5
1047,1/1/23 5:26,37.55398622619485,-122.075491,humidity,10.84492747649235,active,1/1/23,5
1115,1/1/23 5:29,37.24921698195617,-122.1889997,temp,75.63911510310334,inactive,1/1/23,5
1293,1/1/23 5:30,37.499656279244434,-121.5651887,humidity,62.63698612099781,active,1/1/23,5
1416,1/1/23 5:31,37.93150278,-122.4286843,humidity,35.02138351735164,active,1/1/23,5
1183,1/1/23 5:33,37.89133057995878,-122.0717205,seismic,89.85754498286892,inactive,1/1/23,5
1259,1/1/23 5:34,37.53672952552366,-121.8561156,seismic,61.04576812354103,inactive,1/1/23,5
1330,1/1/23 5:39,37.18328355893426,-121.8573691,seismic,33.62610954388068,inactive,1/1/23,5
1344,1/1/23 5:41,37.69997157116607,-122.2829787,temp,27.70602561208124,inactive,1/1/23,5
1286,1/1/23 5:42,37.78965264493546,-122.1652609,temp,54.51487039811017,inactive,1/1/23,5
1371,1/1/23 5:43,37.52860126576138,-122.0688211,seismic,29.182227543417817,active,1/1/23,5
1690,1/1/23 5:44,37.45386152128261,-121.5054057,flood,2.728153973476277,inactive,1/1/23,5
1580,1/1/23 5:45,37.74823588,-121.5131002,humidity,84.71415882,inactive,1/1/23,5
1550,1/1/23 5:49,37.57889895840616,-122.1005325,seismic,56.04686536896991,active,1/1/23,5
1153,1/1/23 5:50,37.09923455560675,-122.4238953,humidity,75.90977923079954,inactive,1/1/23,5
1507,1/1/23 5:52,37.10556291228304,-121.8578515,humidity,77.17611636790947,active,1/1/23,5
1044,1/1/23 5:53,37.26237977069419,-121.6227401,humidity,95.46921371092591,active,1/1/23,5
1607,1/1/23 5:55,37.52973745101976,-121.554005,humidity,99.52431684591537,inactive,1/1/23,5
1400,1/1/23 5:57,37.889062075447065,-122.4984809,flood,44.22983348793452,inactive,1/1/23,5
1491,1/1/23 5:59,37.19812197689534,-121.648649,seismic,60.11129216,active,1/1/23,5
1498,1/1/23 6:00,37.48847089266028,-122.4347705,humidity,56.79228899977088,active,1/1/23,6
1241,1/1/23 6:03,37.59019683916216,-121.5705258,humidity,32.522100417613345,active,1/1/23,6
1930,1/1/23 6:04,37.22650166101624,-121.7269951,humidity,75.57058233,active,1/1/23,6
1377,1/1/23 6:05,37.31063091073667,-122.07007,humidity,80.06102544573027,active,1/1/23,6
1261,1/1/23 6:06,37.22865115839871,-122.3237329,humidity,86.27929898510946,active,1/1/23,6
1555,1/1/23 6:07,37.85175545500199,-122.0076289,flood,86.00708358908012,active,1/1/23,6
1142,1/1/23 6:09,37.93237618356325,-122.3078423,flood,63.77855663789494,active,1/1/23,6
1852,1/1/23 6:10,37.81553489032714,-122.0733134,humidity,98.18151841235854,inactive,1/1/23,6
1294,1/1/23 6:13,37.35187335917516,-121.9065469,humidity,34.242184701405144,active,1/1/23,6
1439,1/1/23 6:14,37.08912714215537,-122.3420244,flood,60.57527161296332,active,1/1/23,6
1095,1/1/23 6:15,37.60127406,-122.2972887,flood,58.49119540241016,active,1/1/23,6
1926,1/1/23 6:16,37.13248346689652,-122.2432587,temp,49.90205983325079,active,1/1/23,6
1230,1/1/23 6:18,37.16080630704631,-121.6742601,seismic,53.50693960251598,inactive,1/1/23,6
1512,1/1/23 6:20,37.01221196450526,-121.8520019,temp,26.21291914134799,active,1/1/23,6
1410,1/1/23 6:22,37.83162213605181,-122.4085781,seismic,85.29009658407264,active,1/1/23,6
1121,1/1/23 6:24,37.09380283,-121.7852538,temp,65.34198635957176,active,1/1/23,6
1796,1/1/23 6:25,37.07201234418443,-121.701427,temp,86.94353912274386,inactive,1/1/23,6
1895,1/1/23 6:29,37.752331017908354,-121.8896962,seismic,96.55832126961656,inactive,1/1/23,6
1132,1/1/23 6:30,37.82053295027189,-121.5480229,humidity,15.71297939412142,inactive,1/1/23,6
1202,1/1/23 6:32,37.11080621850162,-121.9627125,temp,75.83737741057745,active,1/1/23,6
1114,1/1/23 6:33,37.50063358790433,-122.2949406,flood,81.76360123203301,inactive,1/1/23,6
1136,1/1/23 6:34,37.955139962565546,-122.1418826,temp,89.84921854639025,active,1/1/23,6
1614,1/1/23 6:36,37.84838244304096,-121.6579661,flood,74.95253355483895,inactive,1/1/23,6
1104,1/1/23 6:40,37.89274040093751,-121.8439327,seismic,76.91378627877279,active,1/1/23,6
1472,1/1/23 6:41,37.584803939344745,-121.9496211,humidity,86.79268846882448,active,1/1/23,6
1652,1/1/23 6:43,37.59080398257474,-122.1015174,flood,28.27852624734576,active,1/1/23,6
1208,1/1/23 6:44,37.883250254053735,-121.9047285,flood,34.21208128741243,active,1/1/23,6
1602,1/1/23 6:45,37.85550609752322,-122.2155974,humidity,37.250193102522665,active,1/1/23,6
1376,1/1/23 6:46,37.908388888053096,-121.8599014,humidity,46.79167499400791,inactive,1/1/23,6
1724,1/1/23 6:50,37.413067770862654,-122.3051953,humidity,97.64288212,active,1/1/23,6
1359,1/1/23 6:52,37.38243967070832,-122.1522361,humidity,85.27326889669675,active,1/1/23,6
1737,1/1/23 6:54,37.49549630580796,-121.6687007,seismic,29.77592764975846,active,1/1/23,6
1826,1/1/23 6:55,37.81220335,-122.1214285,humidity,21.832213211546225,inactive,1/1/23,6
1635,1/1/23 6:57,37.55724767224104,-122.1486656,flood,88.66831190538423,active,1/1/23,6
1698,1/1/23 6:58,37.47862380220128,-122.2691973,seismic,62.59537665062111,inactive,1/1/23,6
1407,1/1/23 6:59,37.051380867374654,-121.9764378,seismic,47.527690442453554,active,1/1/23,6
1543,1/1/23 7:01,37.26904856413448,-121.9556917,temp,29.42801125,inactive,1/1/23,7
