sensor_id,timestamp,latitude_sensor,longitude_sensor,sensor_type,reading_value,status,date,hour,zone_id_sensor,user_id,text,latitude_social,longitude_social,clean_text,zone_id_social
1622.0,2023-01-01 00:18:00,37.19850308392038,-121.9265602,temp,53.17545748421949,inactive,1/1/23,0.0,37.0,171138,emergency in Zone A,37.06689316572864,-121.53280708928392,emergency in zone a,32.0
1158.0,2023-01-01 00:19:00,37.95013606337166,-121.9809961,flood,49.43686407114326,active,1/1/23,0.0,7.0,181137,emergency in Zone A,37.24588326668981,-121.76095934515634,emergency in zone a,4.0
,2023-01-01 00:20:00,,,,,,,,,187512,fire in downtown,37.98004626834053,-121.98907580320824,fire in downtown,34.0
,2023-01-01 00:21:00,,,,,,,,,169272,emergency in Zone A,37.571556079102045,-121.51786125012906,emergency in zone a,30.0
1610.0,2023-01-01 00:22:00,37.12865060682628,-122.4750071,humidity,12.42421799886252,active,1/1/23,0.0,32.0,108521,flood near river,37.71458598832827,-122.23821694448236,flood near river,35.0
1331.0,2023-01-01 00:23:00,37.81880744395326,-122.1748035,temp,74.11307014922815,active,1/1/23,0.0,25.0,132760,emergency in Zone A,37.02092220938228,-121.67295848169624,emergency in zone a,8.0
,2023-01-01 00:24:00,,,,,,,,,172231,earthquake felt,37.94090825038094,-122.40699715378994,earthquake felt,1.0
1515.0,2023-01-01 00:25:00,37.00700944878537,-121.8144137,temp,99.83882172278057,inactive,1/1/23,0.0,22.0,134211,earthquake felt,37.893958996089296,-121.94521971185004,earthquake felt,34.0
,2023-01-01 00:26:00,,,,,,,,,114204,flood near river,37.36688072936465,-122.27523459298114,flood near river,49.0
1788.0,2023-01-01 00:27:00,37.32756156157001,-122.3249205,temp,47.14742372222486,active,1/1/23,0.0,30.0,129477,earthquake felt,37.39771671457524,-122.38785178047225,earthquake felt,22.0
1378.0,2023-01-01 00:28:00,37.91678543,-122.2461955,humidity,46.58091340821715,active,1/1/23,0.0,46.0,142756,emergency in Zone A,37.80002140923369,-122.0648614729708,emergency in zone a,38.0
1299.0,2023-01-01 00:29:00,37.271122467861765,-121.6762824,temp,60.39437825351669,inactive,1/1/23,0.0,27.0,188399,flood near river,37.91707635142281,-122.01741600899028,flood near river,34.0
1227.0,2023-01-01 00:30:00,37.521603481978254,-122.3640612,temp,31.24314098,inactive,1/1/23,0.0,24.0,131698,fire in downtown,37.58603472669539,-122.41954063799706,fire in downtown,7.0
,2023-01-01 00:31:00,,,,,,,,,127884,emergency in Zone A,37.25655357607417,-121.81987165253,emergency in zone a,28.0
1317.0,2023-01-01 00:32:00,37.62495538826192,-121.8042027,flood,51.83545840332931,active,1/1/23,0.0,49.0,109559,earthquake felt,37.11957060849905,-122.00289257490256,earthquake felt,14.0
1248.0,2023-01-01 00:33:00,37.90045835040425,-121.7266451,humidity,25.22461453244121,inactive,1/1/23,0.0,17.0,160194,earthquake felt,37.54885911770687,-121.78533919167695,earthquake felt,48.0
,2023-01-01 00:34:00,,,,,,,,,188466,fire in downtown,37.72568939920684,-122.39238207181756,fire in downtown,20.0
,2023-01-01 00:35:00,,,,,,,,,194892,flood near river,37.07102444659038,-122.39034122279752,flood near river,9.0
1972.0,2023-01-01 00:36:00,37.11499209048764,-122.1748988,temp,77.42387076,inactive,1/1/23,0.0,47.0,111913,evacuate Zone C,37.22303377269697,-121.83694266451285,evacuate zone c,46.0
1219.0,2023-01-01 00:37:00,37.91548860005016,-122.0437386,humidity,11.332800070363358,active,1/1/23,0.0,7.0,156034,fire in downtown,37.94446355653388,-121.84428446354268,fire in downtown,25.0
1664.0,2023-01-01 00:38:00,37.159806848521605,-121.7142401,humidity,0.1243850157642723,inactive,1/1/23,0.0,31.0,197288,flood near river,37.2373766448588,-121.65139097683304,flood near river,13.0
1716.0,2023-01-01 00:39:00,37.36877954597541,-122.1733398,humidity,4.442640376015572,active,1/1/23,0.0,6.0,116301,flood near river,37.14326658249416,-121.96880921178598,flood near river,14.0
,2023-01-01 00:40:00,,,,,,,,,115453,flood near river,37.01722362480717,-121.725490748316,flood near river,8.0
1035.0,2023-01-01 00:41:00,37.26910744488935,-121.9835171,temp,51.11650211351117,active,1/1/23,0.0,9.0,178113,fire in downtown,37.74434919943672,-122.11467410625193,fire in downtown,38.0
1951.0,2023-01-01 00:42:00,37.93912028825775,-122.193753,temp,89.92808405654303,active,1/1/23,0.0,46.0,140995,emergency in Zone A,37.02206858832446,-121.80860323800664,emergency in zone a,29.0
1682.0,2023-01-01 00:43:00,37.12147190783055,-122.4385962,humidity,40.15134737203279,active,1/1/23,0.0,32.0,161526,flood near river,37.41700815677566,-122.05556401413078,flood near river,33.0
1606.0,2023-01-01 00:44:00,37.91053238409268,-121.9326454,temp,83.09463304249378,active,1/1/23,0.0,35.0,149076,evacuate Zone C,37.01019690779904,-121.9925960307124,evacuate zone c,14.0
1964.0,2023-01-01 00:45:00,37.27589670917602,-122.2839394,temp,94.60738223202416,active,1/1/23,0.0,30.0,162214,fire in downtown,37.57148048971141,-122.03024347669027,fire in downtown,11.0
1817.0,2023-01-01 00:46:00,37.300668083658366,-121.9312202,humidity,40.115456040046446,active,1/1/23,0.0,21.0,183989,emergency in Zone A,37.64882421076084,-121.67178653320126,emergency in zone a,19.0
,2023-01-01 00:47:00,,,,,,,,,161694,flood near river,37.1741153619535,-122.49576815327998,flood near river,17.0
,2023-01-01 00:48:00,,,,,,,,,142038,earthquake felt,37.77617646011788,-122.02795459396832,earthquake felt,38.0
1563.0,2023-01-01 00:49:00,37.96615397400191,-121.687353,flood,98.38254448719584,inactive,1/1/23,0.0,17.0,102856,earthquake felt,37.676926623266205,-121.64194144551588,earthquake felt,19.0
,2023-01-01 00:50:00,,,,,,,,,120027,fire in downtown,37.44932784008678,-122.38638486738736,fire in downtown,22.0
,2023-01-01 00:51:00,,,,,,,,,167755,evacuate Zone C,37.166323961341135,-121.87577986965194,evacuate zone c,46.0
,2023-01-01 00:52:00,,,,,,,,,155603,emergency in Zone A,37.01738413953558,-122.29680276638824,emergency in zone a,24.0
1115.0,2023-01-01 00:53:00,37.35362915916088,-121.587431,seismic,73.3053602,active,1/1/23,0.0,4.0,134132,earthquake felt,37.158281892320325,-122.04572887458453,earthquake felt,26.0
1389.0,2023-01-01 00:54:00,37.019175371898335,-122.2236862,temp,79.56815322374585,active,1/1/23,0.0,47.0,128980,earthquake felt,37.19392071953955,-121.97262320833252,earthquake felt,46.0
1270.0,2023-01-01 00:55:00,37.89649368752212,-121.6521938,flood,7.498796007968722,inactive,1/1/23,0.0,5.0,162918,emergency in Zone A,37.74617620768926,-122.46399997936491,emergency in zone a,20.0
1762.0,2023-01-01 00:56:00,37.06802262487668,-121.583065,humidity,0.8475881126978946,active,1/1/23,0.0,12.0,145901,evacuate Zone C,37.64672940670864,-121.83608200549108,evacuate zone c,23.0
,2023-01-01 00:57:00,,,,,,,,,197730,earthquake felt,37.37403223506658,-122.38263084326006,earthquake felt,49.0
1574.0,2023-01-01 00:58:00,37.43732088724202,-122.3113746,temp,63.85503325241362,active,1/1/23,0.0,11.0,148681,evacuate Zone C,37.139836755593024,-121.76095323931663,evacuate zone c,4.0
1519.0,2023-01-01 00:59:00,37.99534610717501,-121.8494048,seismic,15.120893486088216,inactive,1/1/23,0.0,35.0,151224,flood near river,37.82141700197308,-122.13520460147654,flood near river,38.0
1875.0,2023-01-01 01:00:00,37.69543334417363,-122.3131397,seismic,19.257882603190744,active,1/1/23,1.0,3.0,154615,evacuate Zone C,37.90500873626056,-122.34718289071652,evacuate zone c,40.0
1605.0,2023-01-01 01:01:00,37.95405826368829,-122.3778367,flood,10.456378938998313,inactive,1/1/23,1.0,15.0,115308,evacuate Zone C,37.12669261455194,-122.46319278774445,evacuate zone c,9.0
,2023-01-01 01:02:00,,,,,,,,,166324,emergency in Zone A,37.478077660244885,-122.06215418697624,emergency in zone a,33.0
1384.0,2023-01-01 01:03:00,37.43750702980949,-121.8274413,seismic,98.03460786507394,active,1/1/23,1.0,13.0,125600,fire in downtown,37.9280059839624,-121.95950932240086,fire in downtown,34.0
1160.0,2023-01-01 01:04:00,37.35739691394045,-122.3124528,temp,40.29072446347804,active,1/1/23,1.0,30.0,142767,flood near river,37.98895173716196,-121.92076579512006,flood near river,25.0
1423.0,2023-01-01 01:05:00,37.16485304706927,-121.6228114,temp,41.63807908370442,active,1/1/23,1.0,31.0,189526,emergency in Zone A,37.485192674984816,-122.39354411121172,emergency in zone a,22.0
,2023-01-01 01:06:00,,,,,,,,,176160,earthquake felt,37.80122901782407,-121.5962726523803,earthquake felt,6.0
1243.0,2023-01-01 01:07:00,37.69796205457327,-122.4678851,humidity,13.644224074998569,inactive,1/1/23,1.0,19.0,157102,emergency in Zone A,37.9555402928938,-122.2514700262811,emergency in zone a,40.0
1474.0,2023-01-01 01:08:00,37.75515133,-121.5691693,flood,4.473202761960815,inactive,1/1/23,1.0,16.0,145969,fire in downtown,37.03978608276644,-122.16622646712754,fire in downtown,2.0
1410.0,2023-01-01 01:09:00,37.42167992171835,-121.8097514,temp,95.33713636447092,inactive,1/1/23,1.0,42.0,139187,evacuate Zone C,37.061671459669526,-121.61145066138684,evacuate zone c,32.0
1889.0,2023-01-01 01:10:00,37.19869720844492,-121.6225882,seismic,83.22423364486903,inactive,1/1/23,1.0,31.0,125626,earthquake felt,37.26002908584243,-122.04570823590788,earthquake felt,36.0
1339.0,2023-01-01 01:11:00,37.81106663303152,-122.0639518,temp,1.5333045888606955,inactive,1/1/23,1.0,25.0,174997,evacuate Zone C,37.0253652100537,-121.87597364004118,evacuate zone c,29.0
,2023-01-01 01:12:00,,,,,,,,,195670,evacuate Zone C,37.39969666822611,-122.33379437300772,evacuate zone c,49.0
1797.0,2023-01-01 01:13:00,37.08267928998392,-122.4079529,seismic,58.34092606231026,active,1/1/23,1.0,26.0,193981,evacuate Zone C,37.82689442350232,-121.93534891778748,evacuate zone c,10.0
1214.0,2023-01-01 01:14:00,37.505086532720696,-121.6005768,seismic,47.27695868554256,active,1/1/23,1.0,28.0,149016,earthquake felt,37.2405920044258,-122.0599116378378,earthquake felt,26.0
1798.0,2023-01-01 01:15:00,37.25806409407137,-121.9751333,humidity,11.857265901747128,inactive,1/1/23,1.0,9.0,151035,fire in downtown,37.85943389761726,-121.54274078418572,fire in downtown,27.0
,2023-01-01 01:16:00,,,,,,,,,133150,evacuate Zone C,37.55237164680444,-121.6451185563648,evacuate zone c,30.0
,2023-01-01 01:17:00,,,,,,,,,147742,fire in downtown,37.33247025809641,-121.7529451613936,fire in downtown,21.0
,2023-01-01 01:18:00,,,,,,,,,175666,evacuate Zone C,37.64904414641431,-122.06723663449776,evacuate zone c,3.0
1888.0,2023-01-01 01:19:00,37.38067728146513,-122.1117245,seismic,27.128321057940298,active,1/1/23,1.0,6.0,157320,earthquake felt,37.79758444399416,-122.4284815856994,earthquake felt,20.0
1104.0,2023-01-01 01:20:00,37.29661232282932,-121.8264665,humidity,79.29018489308977,inactive,1/1/23,1.0,18.0,192537,flood near river,37.27458523047959,-122.3972608712089,flood near river,17.0
1328.0,2023-01-01 01:21:00,37.6513942,-121.8252872,humidity,10.729973743964704,active,1/1/23,1.0,1.0,144286,evacuate Zone C,37.190408124659946,-122.49075152995604,evacuate zone c,17.0
,2023-01-01 01:22:00,,,,,,,,,142047,earthquake felt,37.0754952576138,-121.89004379383994,earthquake felt,29.0
1092.0,2023-01-01 01:23:00,37.38699486167266,-122.2518188,seismic,97.98199173144604,inactive,1/1/23,1.0,11.0,159958,emergency in Zone A,37.0537465264143,-121.79098084664795,emergency in zone a,29.0
,2023-01-01 01:24:00,,,,,,,,,158866,evacuate Zone C,37.46174100075639,-122.21973390593304,evacuate zone c,43.0
,2023-01-01 01:25:00,,,,,,,,,177658,fire in downtown,37.54089399986378,-121.87755396645666,fire in downtown,11.0
1830.0,2023-01-01 01:26:00,37.29155374058621,-122.3714358,humidity,84.25609371746398,inactive,1/1/23,1.0,8.0,190450,emergency in Zone A,37.02437542966703,-121.75815064806784,emergency in zone a,8.0
1296.0,2023-01-01 01:27:00,37.989358381617606,-122.4591707,humidity,84.70423325299588,active,1/1/23,1.0,41.0,164478,emergency in Zone A,37.30683038123036,-121.77157739009688,emergency in zone a,28.0
1775.0,2023-01-01 01:28:00,37.84566662400013,-122.1126066,seismic,40.06458746029369,inactive,1/1/23,1.0,25.0,147848,flood near river,37.6460702267069,-121.88285457311352,flood near river,23.0
1408.0,2023-01-01 01:29:00,37.520102,-122.3096633,temp,23.17419482612625,inactive,1/1/23,1.0,11.0,184285,flood near river,37.54355073356923,-121.54218945399286,flood near river,30.0
,2023-01-01 01:30:00,,,,,,,,,116132,flood near river,37.26456584326919,-121.68137913193092,flood near river,21.0
1688.0,2023-01-01 01:31:00,37.45472841528462,-121.6595343,seismic,31.46572048639451,inactive,1/1/23,1.0,28.0,167488,earthquake felt,37.32714312545772,-122.1867362370504,earthquake felt,5.0
1277.0,2023-01-01 01:32:00,37.43289271688509,-121.846331,humidity,8.251539958763987,active,1/1/23,1.0,21.0,148911,earthquake felt,37.76074331219375,-121.53986835877114,earthquake felt,41.0
,2023-01-01 01:33:00,,,,,,,,,114660,flood near river,37.23780670660744,-121.86115390122052,flood near river,46.0
1668.0,2023-01-01 01:34:00,37.97950846334673,-121.8804452,temp,45.01770515185528,active,1/1/23,1.0,35.0,128058,fire in downtown,37.68976178453351,-122.10524401041108,fire in downtown,35.0
1004.0,2023-01-01 01:35:00,37.80580733443665,-121.6632209,flood,86.36941044172228,active,1/1/23,1.0,39.0,189976,evacuate Zone C,37.85066183075679,-122.13050971251651,evacuate zone c,38.0
1849.0,2023-01-01 01:36:00,37.97246190343287,-122.2608711,flood,13.764209390990668,inactive,1/1/23,1.0,15.0,110049,evacuate Zone C,37.89886050337737,-122.04938969121594,evacuate zone c,34.0
1441.0,2023-01-01 01:37:00,37.61457277603914,-121.9345426,humidity,33.905700315693565,active,1/1/23,1.0,23.0,141433,fire in downtown,37.52454218764535,-121.72079179552064,fire in downtown,0.0
1665.0,2023-01-01 01:38:00,37.17707245968602,-122.2034193,temp,28.665288763919584,active,1/1/23,1.0,2.0,132012,fire in downtown,37.38512922671761,-121.89847573097006,fire in downtown,16.0
1985.0,2023-01-01 01:39:00,37.75366493,-122.2312324,flood,66.55611994648865,active,1/1/23,1.0,20.0,183459,earthquake felt,37.2061819723894,-121.61200999153117,earthquake felt,13.0
1016.0,2023-01-01 01:40:00,37.327861866517786,-122.1968615,flood,6.357437820999346,active,1/1/23,1.0,30.0,165114,earthquake felt,37.583658902505086,-121.85221958526698,earthquake felt,48.0
1159.0,2023-01-01 01:41:00,37.24490357576535,-121.8528928,flood,14.570162873805415,inactive,1/1/23,1.0,18.0,156012,flood near river,37.35444141260282,-122.4014451219478,flood near river,49.0
1842.0,2023-01-01 01:42:00,37.55576870914138,-121.8541722,humidity,30.35650577287381,inactive,1/1/23,1.0,13.0,196325,fire in downtown,37.20469481257627,-122.22034417589371,fire in downtown,37.0
1469.0,2023-01-01 01:43:00,37.85422167641997,-122.4940955,humidity,92.69002009346228,inactive,1/1/23,1.0,41.0,169782,earthquake felt,37.67414168988011,-121.53217491070954,earthquake felt,41.0
,2023-01-01 01:44:00,,,,,,,,,173521,earthquake felt,37.648786354323775,-122.31655712396532,earthquake felt,47.0
1929.0,2023-01-01 01:45:00,37.46707114,-122.0287291,humidity,11.191523887525012,inactive,1/1/23,1.0,48.0,127352,flood near river,37.74844107904183,-122.36253286810896,flood near river,20.0
,2023-01-01 01:46:00,,,,,,,,,198120,fire in downtown,37.22610262026191,-121.83782474000952,fire in downtown,46.0
1716.0,2023-01-01 01:47:00,37.88732861791375,-121.5525179,temp,21.990358530482347,active,1/1/23,1.0,5.0,177582,earthquake felt,37.04024981019972,-122.45699589567872,earthquake felt,9.0
,2023-01-01 01:48:00,,,,,,,,,180628,earthquake felt,37.04853095455517,-121.99047861670944,earthquake felt,14.0
1099.0,2023-01-01 01:49:00,37.19935718,-122.41948,flood,44.86036072641457,active,1/1/23,1.0,32.0,185750,evacuate Zone C,37.74319145781543,-122.36003725038002,evacuate zone c,20.0
1364.0,2023-01-01 01:50:00,37.86360256935684,-122.3337043,seismic,73.49774225122937,active,1/1/23,1.0,15.0,111123,fire in downtown,37.43638781246536,-121.55574024813284,fire in downtown,44.0
,2023-01-01 01:51:00,,,,,,,,,180895,flood near river,37.01674812383444,-121.5616911938256,flood near river,32.0
1507.0,2023-01-01 01:52:00,37.59817869356521,-121.6073508,flood,98.77776911569303,active,1/1/23,1.0,40.0,168780,evacuate Zone C,37.74852339523586,-122.0374632851481,evacuate zone c,3.0
,2023-01-01 01:53:00,,,,,,,,,121400,earthquake felt,37.77156111107625,-121.76323018061206,earthquake felt,31.0
1548.0,2023-01-01 01:54:00,37.08238348508561,-121.8918038,temp,35.887490068653186,inactive,1/1/23,1.0,22.0,102704,fire in downtown,37.8324496587303,-122.10090254155102,fire in downtown,38.0
1163.0,2023-01-01 01:55:00,37.99093588502967,-122.2434533,humidity,83.90916842,inactive,1/1/23,1.0,46.0,134601,fire in downtown,37.33617017902933,-121.55526395194904,fire in downtown,44.0
,2023-01-01 01:56:00,,,,,,,,,176630,flood near river,37.15957922400344,-122.40682303679954,flood near river,39.0
,2023-01-01 01:57:00,,,,,,,,,117893,fire in downtown,37.97915087385217,-121.86973267761933,fire in downtown,25.0
1464.0,2023-01-01 01:58:00,37.02380169633525,-122.2842003,humidity,93.98229593,active,1/1/23,1.0,45.0,126105,fire in downtown,37.14351309382469,-121.93865058748892,fire in downtown,46.0
1601.0,2023-01-01 01:59:00,37.08681565121058,-122.1483456,flood,33.222597419036774,inactive,1/1/23,1.0,47.0,182809,emergency in Zone A,37.10366763192244,-122.3423857523611,emergency in zone a,24.0
,2023-01-01 02:00:00,,,,,,,,,111046,flood near river,37.02824929641497,-121.50437040378404,flood near river,32.0
1857.0,2023-01-01 02:01:00,37.17330116567515,-122.0711665,seismic,77.34787411468926,active,1/1/23,2.0,36.0,116286,fire in downtown,37.61131928072529,-122.2325180108239,fire in downtown,47.0
,2023-01-01 02:02:00,,,,,,,,,187225,fire in downtown,37.272594897224586,-122.2262118016144,fire in downtown,37.0
,2023-01-01 02:03:00,,,,,,,,,168842,evacuate Zone C,37.896780623627166,-121.7812091125517,evacuate zone c,42.0
1114.0,2023-01-01 02:04:00,37.36887284694176,-121.7269809,seismic,98.88078229597085,active,1/1/23,2.0,42.0,127475,flood near river,37.66573926146752,-122.27503274581268,flood near river,47.0
1834.0,2023-01-01 02:05:00,37.39434831896007,-122.4263199,temp,26.36358176898583,active,1/1/23,2.0,43.0,146643,evacuate Zone C,37.21786095148837,-122.27415258584551,evacuate zone c,37.0
1907.0,2023-01-01 02:06:00,37.75356445771837,-122.3386957,seismic,63.15814129110972,active,1/1/23,2.0,3.0,153057,evacuate Zone C,37.446175387711634,-121.73666356882214,evacuate zone c,0.0
,2023-01-01 02:07:00,,,,,,,,,117501,flood near river,37.723266835786895,-121.67528511881902,flood near river,19.0
1282.0,2023-01-01 02:08:00,37.80843311485944,-121.7785792,flood,33.80640629,inactive,1/1/23,2.0,29.0,198235,earthquake felt,37.60464248686066,-121.7159710148015,earthquake felt,48.0
1985.0,2023-01-01 02:09:00,37.50807756352896,-121.9803542,flood,54.06667965,active,1/1/23,2.0,23.0,193401,earthquake felt,37.283543162722935,-121.81241457648844,earthquake felt,28.0
1906.0,2023-01-01 02:10:00,37.73450650352632,-121.7782899,flood,86.35553830480079,active,1/1/23,2.0,29.0,191342,flood near river,37.68386178530679,-122.00475974864614,flood near river,3.0
1777.0,2023-01-01 02:11:00,37.772339058325535,-121.779821,flood,52.87243490586408,active,1/1/23,2.0,29.0,144067,emergency in Zone A,37.59821433134046,-121.53181046970472,emergency in zone a,30.0
,2023-01-01 02:12:00,,,,,,,,,105693,evacuate Zone C,37.750056066263234,-121.66019700953774,evacuate zone c,6.0
,2023-01-01 02:13:00,,,,,,,,,141164,earthquake felt,37.50417295227794,-122.26773329995488,earthquake felt,43.0
1982.0,2023-01-01 02:14:00,37.821003358710094,-122.1970139,temp,13.759527593826014,active,1/1/23,2.0,25.0,109837,earthquake felt,37.79813874465392,-121.86755793563692,earthquake felt,10.0
1740.0,2023-01-01 02:15:00,37.04417955497495,-121.7825173,temp,87.39876937,active,1/1/23,2.0,0.0,111753,evacuate Zone C,37.21302218666667,-122.2811855361784,evacuate zone c,37.0
1685.0,2023-01-01 02:16:00,37.73763888427504,-121.8944171,temp,35.26320432103297,inactive,1/1/23,2.0,1.0,191505,fire in downtown,37.18214584569736,-122.01360956665452,fire in downtown,26.0
1492.0,2023-01-01 02:17:00,37.79860107220585,-121.9775534,humidity,88.20846581039795,active,1/1/23,2.0,38.0,145309,flood near river,37.2132305904111,-122.04317044275456,flood near river,26.0
1125.0,2023-01-01 02:18:00,37.18465654162591,-122.1711639,flood,98.63714289640636,active,1/1/23,2.0,36.0,183975,evacuate Zone C,37.771864688233336,-122.2559555666122,evacuate zone c,12.0
,2023-01-01 02:19:00,,,,,,,,,187230,emergency in Zone A,37.25526347737193,-122.41430214642402,emergency in zone a,17.0
1474.0,2023-01-01 02:20:00,37.73704919027721,-121.6985892,flood,48.42292744339433,active,1/1/23,2.0,49.0,187511,earthquake felt,37.457508434321824,-122.3449360155289,earthquake felt,43.0
1987.0,2023-01-01 02:21:00,37.56974247149367,-121.5894505,flood,21.68954541,inactive,1/1/23,2.0,40.0,122693,earthquake felt,37.20368923262657,-122.21744328399416,earthquake felt,37.0
,2023-01-01 02:22:00,,,,,,,,,132721,earthquake felt,37.09150007059263,-122.4046911654018,earthquake felt,9.0
1267.0,2023-01-01 02:23:00,37.28401303295963,-121.9815976,flood,5.557609482341197,inactive,1/1/23,2.0,9.0,162226,flood near river,37.32266486468806,-121.97307984834148,flood near river,16.0
,2023-01-01 02:24:00,,,,,,,,,104954,evacuate Zone C,37.77309601218612,-121.57105532599648,evacuate zone c,41.0
,2023-01-01 02:25:00,,,,,,,,,156749,earthquake felt,37.55439329626492,-121.56979458514812,earthquake felt,30.0
1294.0,2023-01-01 02:26:00,37.02898447228628,-121.7353306,temp,0.5387051449560643,inactive,1/1/23,2.0,0.0,136898,emergency in Zone A,37.37213198198892,-121.63303913921844,emergency in zone a,21.0
1007.0,2023-01-01 02:27:00,37.790150674597534,-121.8867592,temp,24.92838839241074,inactive,1/1/23,2.0,29.0,183275,evacuate Zone C,37.867695179287296,-121.82263573859984,evacuate zone c,31.0
1250.0,2023-01-01 02:28:00,37.220830424847726,-121.9831017,flood,9.865925643552307,active,1/1/23,2.0,37.0,185947,earthquake felt,37.66750384298407,-122.0717122331873,earthquake felt,3.0
1692.0,2023-01-01 02:29:00,37.21939601332736,-122.3412094,seismic,59.675707219249134,inactive,1/1/23,2.0,2.0,123109,earthquake felt,37.663031508816296,-121.87832160372682,earthquake felt,23.0
,2023-01-01 02:30:00,,,,,,,,,130043,fire in downtown,37.20971124940507,-122.24109025144476,fire in downtown,37.0
,2023-01-01 02:31:00,,,,,,,,,187295,evacuate Zone C,37.12141923436086,-121.96225680841928,evacuate zone c,14.0
1059.0,2023-01-01 02:32:00,37.93513731017488,-122.3774202,seismic,64.60331061686149,inactive,1/1/23,2.0,15.0,172346,emergency in Zone A,37.373773003223285,-121.9966592365915,emergency in zone a,16.0
,2023-01-01 02:33:00,,,,,,,,,187770,emergency in Zone A,37.667934116857325,-121.81870037689394,emergency in zone a,23.0
,2023-01-01 02:34:00,,,,,,,,,174555,earthquake felt,37.27569510590999,-121.60656295321334,earthquake felt,13.0
1155.0,2023-01-01 02:35:00,37.523062101684594,-122.4237486,flood,31.240358852834305,active,1/1/23,2.0,24.0,103448,flood near river,37.902611404006606,-121.93901781310063,flood near river,25.0
,2023-01-01 02:36:00,,,,,,,,,161125,flood near river,37.1196044190478,-122.0883510439504,flood near river,26.0
1508.0,2023-01-01 02:37:00,37.38260066561893,-122.1144987,seismic,30.800052090816287,inactive,1/1/23,2.0,6.0,109136,emergency in Zone A,37.8029899899203,-121.94161174489716,emergency in zone a,10.0
1708.0,2023-01-01 02:38:00,37.73352279772401,-121.5605269,humidity,88.2212843,active,1/1/23,2.0,16.0,155003,emergency in Zone A,37.76502232897867,-121.50180507031368,emergency in zone a,41.0
